Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\gump\Desktop\Putnam\20200312_Plate2_CHL_withblank.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,3/12/20,,,,,,,,,,,,,
Time,1:51:37 PM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,30.6,,,,,,,,,,,,,
Actual Temperature:,30.6,,,,,,,,,,,,,
Actual Temperature:,30.6,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.029,0.028,0.043,0.048,0.048,0.052,0.066,0.072,0.059,0.085,0.052,0.057,630
,,0.029,0.029,0.094,0.108,0.109,0.124,0.189,0.215,0.154,0.19,0.132,0.148,663
,,0.029,0.028,0.027,0.028,0.028,0.029,0.03,0.029,0.029,0.05,0.028,0.029,750
,B,0.051,0.053,0.044,0.046,0.058,0.064,0.051,0.055,0.066,0.072,0.064,0.058,630
,,0.128,0.138,0.097,0.106,0.159,0.181,0.128,0.143,0.195,0.221,0.149,0.152,663
,,0.029,0.028,0.029,0.028,0.029,0.03,0.028,0.029,0.029,0.031,0.036,0.028,750
,C,0.065,0.068,0.053,0.057,0.054,0.057,0.05,0.054,0.041,0.044,0.051,0.057,630
,,0.175,0.197,0.134,0.147,0.14,0.156,0.126,0.143,0.085,0.092,0.128,0.146,663
,,0.031,0.028,0.029,0.029,0.029,0.027,0.029,0.031,0.028,0.029,0.028,0.028,750
,D,0.05,0.056,0.059,0.055,0.06,0.065,0.061,0.066,0.048,0.047,0.134,0.146,630
,,0.123,0.137,0.136,0.141,0.16,0.178,0.162,0.18,0.099,0.106,0.463,0.508,663
,,0.028,0.03,0.035,0.028,0.028,0.029,0.029,0.03,0.031,0.028,0.03,0.031,750
,E,0.069,0.073,0.058,0.052,0.054,0.06,0.051,0.054,0.058,0.062,0.074,0.081,630
,,0.191,0.213,0.128,0.132,0.138,0.158,0.12,0.14,0.146,0.164,0.218,0.242,663
,,0.029,0.028,0.036,0.027,0.028,0.029,0.027,0.029,0.029,0.029,0.029,0.029,750
,F,0.077,0.086,0.082,0.089,0.067,0.073,0.059,0.064,0.069,0.074,0.085,0.092,630
,,0.23,0.262,0.24,0.271,0.191,0.216,0.158,0.179,0.208,0.233,0.266,0.3,663
,,0.027,0.028,0.03,0.029,0.027,0.028,0.028,0.029,0.028,0.028,0.03,0.029,750
,G,0.049,0.058,0.067,0.069,0.054,0.054,0.08,0.087,0.049,0.051,0.068,0.068,630
,,0.121,0.142,0.183,0.202,0.127,0.137,0.25,0.28,0.115,0.127,0.174,0.186,663
,,0.028,0.034,0.031,0.029,0.033,0.03,0.032,0.032,0.029,0.028,0.034,0.029,750
,H,0.057,0.061,0.077,0.083,0.098,0.109,0.048,0.051,0.052,0.055,0.071,0.077,630
,,0.147,0.165,0.234,0.262,0.303,0.339,0.111,0.123,0.128,0.139,0.208,0.231,663
,,0.029,0.029,0.028,0.029,0.032,0.035,0.029,0.029,0.028,0.029,0.029,0.03,750
