Serial Number:20697595 --

"Date Time, GMT -1000","Temp, (*C)","mV","pH","Button Down","Button Up","Host Connect","EOF"
2019-10-25 13:00:00,27.32,-72.60,8.05, , , , 
2019-10-25 13:10:00,27.35,-72.64,8.05, , , , 
2019-10-25 13:20:00,27.40,-72.64,8.05, , , , 
2019-10-25 13:30:00,27.42,-72.66,8.05, , , , 
2019-10-25 13:40:00,27.47,-72.64,8.05, , , , 
2019-10-25 13:50:00,27.52,-72.67,8.05, , , , 
2019-10-25 14:00:00,27.57,-72.67,8.05, , , , 
2019-10-25 14:10:00,27.54,-72.63,8.05, , , , 
2019-10-25 14:20:00,27.57,-72.64,8.05, , , , 
2019-10-25 14:30:00,27.57,-72.64,8.05, , , , 
2019-10-25 14:40:00,27.54,-72.63,8.05, , , , 
2019-10-25 14:50:00,27.54,-72.64,8.05, , , , 
2019-10-25 15:00:00,27.54,-72.61,8.05, , , , 
2019-10-25 15:10:00,27.54,-72.60,8.05, , , , 
2019-10-25 15:20:00,27.54,-72.64,8.05, , , , 
2019-10-25 15:30:00,27.57,-72.64,8.05, , , , 
2019-10-25 15:40:00,27.54,-72.60,8.05, , , , 
2019-10-25 15:50:00,27.54,-72.60,8.05, , , , 
2019-10-25 16:00:00,27.54,-72.60,8.05, , , , 
2019-10-25 16:10:00,27.54,-72.61,8.05, , , , 
2019-10-25 16:20:00,27.54,-72.58,8.05, , , , 
2019-10-25 16:30:00,27.57,-72.56,8.05, , , , 
2019-10-25 16:40:00,27.57,-72.56,8.05, , , , 
2019-10-25 16:50:00,27.54,-72.61,8.05, , , , 
2019-10-25 17:00:00,27.54,-72.58,8.05, , , , 
2019-10-25 17:10:00,27.54,-72.58,8.05, , , , 
2019-10-25 17:20:00,27.52,-72.55,8.05, , , , 
2019-10-25 17:30:00,27.52,-72.55,8.05, , , , 
2019-10-25 17:40:00,27.49,-72.53,8.05, , , , 
2019-10-25 17:50:00,27.47,-72.53,8.05, , , , 
2019-10-25 18:00:00,27.47,-72.52,8.05, , , , 
2019-10-25 18:10:00,27.44,-72.50,8.05, , , , 
2019-10-25 18:20:00,27.42,-72.49,8.05, , , , 
2019-10-25 18:30:00,27.40,-72.50,8.05, , , , 
2019-10-25 18:40:00,27.37,-72.46,8.05, , , , 
2019-10-25 18:50:00,27.35,-72.46,8.05, , , , 
2019-10-25 19:00:00,27.32,-72.42,8.05, , , , 
2019-10-25 19:10:00,27.30,-72.42,8.05, , , , 
2019-10-25 19:20:00,27.27,-72.39,8.05, , , , 
2019-10-25 19:30:00,27.25,-72.39,8.05, , , , 
2019-10-25 19:40:00,27.20,-72.38,8.05, , , , 
2019-10-25 19:50:00,27.17,-72.36,8.05, , , , 
2019-10-25 20:00:00,27.12,-72.36,8.05, , , , 
2019-10-25 20:10:00,27.12,-72.38,8.05, , , , 
2019-10-25 20:20:00,27.22,-72.35,8.05, , , , 
2019-10-25 20:30:00,27.30,-72.36,8.05, , , , 
2019-10-25 20:40:00,27.40,-72.46,8.05, , , , 
2019-10-25 20:50:00,27.40,-72.38,8.05, , , , 
2019-10-25 21:00:00,27.37,-72.38,8.05, , , , 
2019-10-25 21:10:00,27.32,-72.30,8.05, , , , 
2019-10-25 21:20:00,27.27,-72.28,8.05, , , , 
2019-10-25 21:30:00,27.22,-72.27,8.05, , , , 
2019-10-25 21:40:00,27.17,-72.24,8.05, , , , 
2019-10-25 21:50:00,27.12,-72.24,8.05, , , , 
2019-10-25 22:00:00,27.17,-72.24,8.05, , , , 
2019-10-25 22:10:00,27.22,-72.25,8.05, , , , 
2019-10-25 22:20:00,27.30,-72.25,8.05, , , , 
2019-10-25 22:30:00,27.40,-72.25,8.05, , , , 
2019-10-25 22:40:00,27.37,-72.24,8.05, , , , 
2019-10-25 22:50:00,27.30,-72.22,8.04, , , , 
2019-10-25 23:00:00,27.25,-72.17,8.04, , , , 
2019-10-25 23:10:00,27.17,-72.16,8.04, , , , 
2019-10-25 23:20:00,27.12,-72.16,8.04, , , , 
2019-10-25 23:30:00,27.17,-72.13,8.04, , , , 
2019-10-25 23:40:00,27.22,-72.13,8.04, , , , 
2019-10-25 23:50:00,27.27,-72.16,8.04, , , , 
2019-10-26 00:00:00,27.37,-72.17,8.04, , , , 
2019-10-26 00:10:00,27.37,-72.17,8.04, , , , 
2019-10-26 00:20:00,27.32,-72.13,8.04, , , , 
2019-10-26 00:30:00,27.25,-72.11,8.04, , , , 
2019-10-26 00:40:00,27.17,-72.05,8.04, , , , 
2019-10-26 00:50:00,27.12,-72.03,8.04, , , , 
2019-10-26 01:00:00,27.15,-72.05,8.04, , , , 
2019-10-26 01:10:00,27.22,-72.03,8.04, , , , 
2019-10-26 01:20:00,27.27,-72.06,8.04, , , , 
2019-10-26 01:30:00,27.35,-72.08,8.04, , , , 
2019-10-26 01:40:00,27.37,-72.11,8.04, , , , 
2019-10-26 01:50:00,27.32,-72.06,8.04, , , , 
2019-10-26 02:00:00,27.25,-72.02,8.04, , , , 
2019-10-26 02:10:00,27.15,-71.97,8.04, , , , 
2019-10-26 02:20:00,27.12,-71.99,8.04, , , , 
2019-10-26 02:30:00,27.20,-71.96,8.04, , , , 
2019-10-26 02:40:00,27.22,-71.97,8.04, , , , 
2019-10-26 02:50:00,27.27,-71.99,8.04, , , , 
2019-10-26 03:00:00,27.35,-71.99,8.04, , , , 
2019-10-26 03:10:00,27.40,-71.97,8.04, , , , 
2019-10-26 03:20:00,27.37,-71.99,8.04, , , , 
2019-10-26 03:30:00,27.27,-71.94,8.04, , , , 
2019-10-26 03:40:00,27.22,-71.88,8.04, , , , 
2019-10-26 03:50:00,27.15,-71.86,8.04, , , , 
2019-10-26 04:00:00,27.12,-71.85,8.04, , , , 
2019-10-26 04:10:00,27.12,-71.85,8.04, , , , 
2019-10-26 04:20:00,27.25,-71.89,8.04, , , , 
2019-10-26 04:30:00,27.30,-71.88,8.04, , , , 
2019-10-26 04:40:00,27.35,-71.89,8.04, , , , 
2019-10-26 04:50:00,27.37,-71.88,8.04, , , , 
2019-10-26 05:00:00,27.32,-71.86,8.04, , , , 
2019-10-26 05:10:00,27.22,-71.81,8.04, , , , 
2019-10-26 05:20:00,27.15,-71.81,8.04, , , , 
2019-10-26 05:30:00,27.10,-71.75,8.04, , , , 
2019-10-26 05:40:00,27.15,-71.78,8.04, , , , 
2019-10-26 05:50:00,27.20,-71.78,8.04, , , , 
2019-10-26 06:00:00,27.30,-71.78,8.04, , , , 
2019-10-26 06:10:00,27.32,-71.77,8.04, , , , 
2019-10-26 06:20:00,27.40,-71.81,8.04, , , , 
2019-10-26 06:30:00,27.37,-71.78,8.04, , , , 
2019-10-26 06:40:00,27.30,-71.75,8.04, , , , 
2019-10-26 06:50:00,27.25,-71.74,8.04, , , , 
2019-10-26 07:00:00,27.20,-71.74,8.04, , , , 
2019-10-26 07:10:00,27.15,-71.71,8.04, , , , 
2019-10-26 07:20:00,27.12,-71.67,8.04, , , , 
2019-10-26 07:30:00,27.25,-71.71,8.04, , , , 
2019-10-26 07:40:00,27.30,-71.75,8.04, , , , 
2019-10-26 07:50:00,27.40,-71.77,8.04, , , , 
2019-10-26 08:00:00,27.40,-71.74,8.04, , , , 
2019-10-26 08:10:00,27.37,-71.74,8.04, , , , 
2019-10-26 08:20:00,27.37,-71.75,8.04, , , , 
2019-10-26 08:30:00,27.37,-71.72,8.04, , , , 
2019-10-26 08:40:00,27.37,-71.72,8.04, , , , 
2019-10-26 08:50:00,27.40,-71.72,8.04, , , , 
2019-10-26 09:00:00,27.40,-71.71,8.04, , , , 
2019-10-26 09:10:00,27.40,-71.72,8.04, , , , 
2019-10-26 09:20:00,27.40,-71.72,8.04, , , , 
2019-10-26 09:30:00,27.42,-71.72,8.04, , , , 
2019-10-26 09:40:00,27.42,-71.74,8.04, , , , 
2019-10-26 09:50:00,27.42,-71.72,8.04, , , , 
2019-10-26 10:00:00,27.42,-71.72,8.04, , , , 
2019-10-26 10:10:00,27.42,-71.71,8.04, , , , 
2019-10-26 10:20:00,27.42,-71.71,8.04, , , , 
2019-10-26 10:30:00,27.42,-71.74,8.04, , , , 
2019-10-26 10:40:00,27.42,-71.69,8.04, , , , 
2019-10-26 10:50:00,27.42,-71.69,8.04, , , , 
2019-10-26 11:00:00,27.42,-71.71,8.04, , , , 
2019-10-26 11:10:00,27.42,-71.71,8.04, , , , 
2019-10-26 11:20:00,27.44,-71.72,8.04, , , , 
2019-10-26 11:30:00,27.47,-71.71,8.04, , , , 
2019-10-26 11:40:00,27.49,-71.74,8.04, , , , 
2019-10-26 11:50:00,27.52,-71.72,8.04, , , , 
2019-10-26 12:00:00,27.52,-71.72,8.04, , , , 
2019-10-26 12:10:00,27.54,-71.72,8.04, , , , 
2019-10-26 12:20:00,27.57,-71.75,8.04, , , , 
2019-10-26 12:30:00,27.57,-71.74,8.04, , , , 
2019-10-26 12:40:00,27.57,-71.71,8.04, , , , 
2019-10-26 12:50:00,27.57,-71.78,8.04, , , , 
2019-10-26 13:00:00,27.54,-71.72,8.04, , , , 
2019-10-26 13:10:00,27.54,-71.71,8.04, , , , 
2019-10-26 13:20:00,27.52,-71.69,8.04, , , , 
2019-10-26 13:27:33, , , ,Logged,Logged, , 
2019-10-26 13:27:49, , , , , ,Logged, 
2019-10-26 13:28:12, , , ,Logged,Logged, , 
2019-10-26 13:30:00,27.54,-71.71,8.04, , , , 
2019-10-26 13:40:00,29.20,-77.41,8.13, , , , 
2019-10-26 13:50:00,29.53,-77.63,8.13, , , , 
2019-10-26 14:00:00,29.58,-77.58,8.13, , , , 
2019-10-26 14:10:00,29.53,-77.52,8.13, , , , 
2019-10-26 14:20:00,29.43,-77.49,8.13, , , , 
2019-10-26 14:30:00,29.35,-77.44,8.13, , , , 
2019-10-26 14:40:00,29.28,-77.42,8.13, , , , 
2019-10-26 14:50:00,29.18,-77.39,8.12, , , , 
2019-10-26 15:00:00,29.13,-77.38,8.12, , , , 
2019-10-26 15:10:00,29.08,-77.35,8.12, , , , 
2019-10-26 15:20:00,29.05,-77.35,8.12, , , , 
2019-10-26 15:30:00,29.03,-77.24,8.12, , , , 
2019-10-26 15:40:00,28.98,-77.19,8.12, , , , 
2019-10-26 15:50:00,28.98,-77.17,8.12, , , , 
2019-10-26 16:00:00,29.00,-77.17,8.12, , , , 
2019-10-26 16:10:00,29.10,-77.17,8.12, , , , 
2019-10-26 16:20:00,29.20,-77.13,8.12, , , , 
2019-10-26 16:30:00,29.23,-76.91,8.12, , , , 
2019-10-26 16:40:00,29.18,-76.85,8.12, , , , 
2019-10-26 16:50:00,29.08,-76.83,8.12, , , , 
2019-10-26 17:00:00,28.95,-76.83,8.12, , , , 
2019-10-26 17:10:00,28.88,-76.80,8.12, , , , 
2019-10-26 17:20:00,28.78,-76.78,8.12, , , , 
2019-10-26 17:30:00,28.68,-76.77,8.12, , , , 
2019-10-26 17:40:00,28.58,-76.75,8.12, , , , 
2019-10-26 17:50:00,28.51,-76.74,8.12, , , , 
2019-10-26 18:00:00,28.41,-76.74,8.12, , , , 
2019-10-26 18:10:00,28.36,-76.72,8.12, , , , 
2019-10-26 18:20:00,28.28,-76.74,8.12, , , , 
2019-10-26 18:30:00,28.21,-76.72,8.12, , , , 
2019-10-26 18:40:00,28.16,-76.72,8.12, , , , 
2019-10-26 18:50:00,28.11,-76.74,8.12, , , , 
2019-10-26 19:00:00,28.06,-76.74,8.12, , , , 
2019-10-26 19:10:00,28.01,-76.72,8.12, , , , 
2019-10-26 19:20:00,27.99,-76.74,8.12, , , , 
2019-10-26 19:30:00,27.94,-76.74,8.12, , , , 
2019-10-26 19:40:00,27.91,-76.74,8.12, , , , 
2019-10-26 19:50:00,27.86,-76.77,8.12, , , , 
2019-10-26 20:00:00,27.67,-76.78,8.12, , , , 
2019-10-26 20:10:00,27.54,-76.94,8.12, , , , 
2019-10-26 20:20:00,27.49,-77.05,8.13, , , , 
2019-10-26 20:30:00,27.42,-77.02,8.13, , , , 
2019-10-26 20:40:00,27.37,-77.00,8.13, , , , 
2019-10-26 20:50:00,27.25,-76.99,8.13, , , , 
2019-10-26 21:00:00,27.17,-76.97,8.13, , , , 
2019-10-26 21:10:00,27.12,-76.97,8.13, , , , 
2019-10-26 21:20:00,27.08,-76.99,8.13, , , , 
2019-10-26 21:30:00,27.03,-76.97,8.13, , , , 
2019-10-26 21:40:00,26.98,-76.97,8.13, , , , 
2019-10-26 21:50:00,26.93,-76.99,8.13, , , , 
2019-10-26 22:00:00,26.88,-76.99,8.13, , , , 
2019-10-26 22:10:00,26.83,-76.99,8.13, , , , 
2019-10-26 22:20:00,26.81,-76.99,8.13, , , , 
2019-10-26 22:30:00,26.78,-76.99,8.13, , , , 
2019-10-26 22:40:00,26.76,-76.99,8.13, , , , 
2019-10-26 22:50:00,26.73,-77.00,8.13, , , , 
2019-10-26 23:00:00,26.71,-76.99,8.13, , , , 
2019-10-26 23:10:00,26.68,-76.99,8.13, , , , 
2019-10-26 23:20:00,26.68,-77.00,8.13, , , , 
2019-10-26 23:30:00,26.66,-77.00,8.13, , , , 
2019-10-26 23:40:00,26.61,-77.00,8.13, , , , 
2019-10-26 23:50:00,26.59,-76.99,8.13, , , , 
2019-10-27 00:00:00,26.41,-76.71,8.12, , , , 
2019-10-27 00:10:00,26.34,-76.49,8.12, , , , 
2019-10-27 00:20:00,26.37,-76.53,8.12, , , , 
2019-10-27 00:30:00,26.39,-76.56,8.12, , , , 
2019-10-27 00:40:00,26.37,-76.56,8.12, , , , 
2019-10-27 00:50:00,26.34,-76.56,8.12, , , , 
2019-10-27 01:00:00,26.34,-76.55,8.12, , , , 
2019-10-27 01:10:00,26.32,-76.55,8.12, , , , 
2019-10-27 01:20:00,26.27,-76.55,8.12, , , , 
2019-10-27 01:30:00,26.24,-76.55,8.12, , , , 
2019-10-27 01:40:00,26.22,-76.55,8.12, , , , 
2019-10-27 01:50:00,26.19,-76.56,8.12, , , , 
2019-10-27 02:00:00,26.17,-76.56,8.12, , , , 
2019-10-27 02:10:00,26.12,-76.56,8.12, , , , 
2019-10-27 02:20:00,26.10,-76.56,8.12, , , , 
2019-10-27 02:30:00,26.05,-76.56,8.12, , , , 
2019-10-27 02:40:00,26.05,-76.58,8.12, , , , 
2019-10-27 02:50:00,26.02,-76.58,8.12, , , , 
2019-10-27 03:00:00,26.00,-76.60,8.12, , , , 
2019-10-27 03:10:00,26.00,-76.60,8.12, , , , 
2019-10-27 03:20:00,25.98,-76.60,8.12, , , , 
2019-10-27 03:30:00,25.95,-76.60,8.12, , , , 
2019-10-27 03:40:00,25.93,-76.60,8.12, , , , 
2019-10-27 03:50:00,25.88,-76.60,8.12, , , , 
2019-10-27 04:00:00,25.76,-76.49,8.12, , , , 
2019-10-27 04:10:00,25.66,-76.39,8.12, , , , 
2019-10-27 04:20:00,25.73,-76.49,8.12, , , , 
2019-10-27 04:30:00,25.78,-76.55,8.12, , , , 
2019-10-27 04:40:00,25.81,-76.56,8.12, , , , 
2019-10-27 04:50:00,25.81,-76.58,8.12, , , , 
2019-10-27 05:00:00,25.78,-76.58,8.12, , , , 
2019-10-27 05:10:00,25.78,-76.60,8.12, , , , 
2019-10-27 05:20:00,25.76,-76.60,8.12, , , , 
2019-10-27 05:30:00,25.73,-76.60,8.12, , , , 
2019-10-27 05:40:00,25.71,-76.61,8.12, , , , 
2019-10-27 05:50:00,25.71,-76.61,8.12, , , , 
2019-10-27 06:00:00,25.68,-76.61,8.12, , , , 
2019-10-27 06:10:00,25.68,-76.61,8.12, , , , 
2019-10-27 06:20:00,25.76,-76.66,8.13, , , , 
2019-10-27 06:30:00,25.93,-76.71,8.13, , , , 
2019-10-27 06:40:00,26.15,-76.77,8.13, , , , 
2019-10-27 06:50:00,26.39,-76.86,8.13, , , , 
2019-10-27 07:00:00,26.61,-76.91,8.13, , , , 
2019-10-27 07:10:00,26.83,-76.96,8.13, , , , 
2019-10-27 07:20:00,27.08,-76.97,8.13, , , , 
2019-10-27 07:30:00,27.25,-76.97,8.13, , , , 
2019-10-27 07:40:00,27.32,-76.96,8.12, , , , 
2019-10-27 07:50:00,27.30,-76.94,8.12, , , , 
2019-10-27 08:00:00,27.44,-76.92,8.12, , , , 
2019-10-27 08:10:00,27.57,-76.97,8.12, , , , 
2019-10-27 08:20:00,27.84,-77.06,8.12, , , , 
2019-10-27 08:30:00,28.04,-77.14,8.13, , , , 
2019-10-27 08:40:00,28.23,-77.16,8.12, , , , 
2019-10-27 08:50:00,28.53,-77.14,8.12, , , , 
2019-10-27 09:00:00,28.80,-77.13,8.12, , , , 
2019-10-27 09:10:00,28.98,-77.11,8.12, , , , 
2019-10-27 09:20:00,29.25,-77.08,8.12, , , , 
2019-10-27 09:30:00,29.38,-77.03,8.12, , , , 
2019-10-27 09:40:00,29.40,-77.00,8.12, , , , 
2019-10-27 09:50:00,29.45,-76.96,8.12, , , , 
2019-10-27 10:00:00,29.43,-76.91,8.12, , , , 
2019-10-27 10:10:00,29.45,-76.89,8.12, , , , 
2019-10-27 10:20:00,29.33,-76.86,8.12, , , , 
2019-10-27 10:30:00,29.25,-76.83,8.12, , , , 
2019-10-27 10:40:00,29.23,-76.81,8.12, , , , 
2019-10-27 10:50:00,29.20,-76.81,8.12, , , , 
2019-10-27 11:00:00,29.38,-76.78,8.11, , , , 
2019-10-27 11:10:00,29.43,-76.78,8.11, , , , 
2019-10-27 11:20:00,29.43,-76.77,8.11, , , , 
2019-10-27 11:30:00,29.43,-76.75,8.11, , , , 
2019-10-27 11:40:00,29.38,-76.75,8.11, , , , 
2019-10-27 11:50:00,29.48,-76.71,8.11, , , , 
2019-10-27 12:00:00,29.50,-76.71,8.11, , , , 
2019-10-27 12:10:00,29.58,-76.75,8.11, , , , 
2019-10-27 12:20:00,29.65,-76.78,8.11, , , , 
2019-10-27 12:30:00,29.63,-76.80,8.11, , , , 
2019-10-27 12:40:00,29.55,-76.78,8.11, , , , 
2019-10-27 12:50:00,29.48,-76.77,8.11, , , , 
2019-10-27 13:00:00,29.43,-76.75,8.11, , , , 
2019-10-27 13:10:00,29.38,-76.75,8.11, , , , 
2019-10-27 13:20:00,29.35,-76.75,8.11, , , , 
2019-10-27 13:30:00,29.35,-76.75,8.11, , , , 
2019-10-27 13:40:00,29.33,-76.74,8.11, , , , 
2019-10-27 13:50:00,29.30,-76.74,8.11, , , , 
2019-10-27 14:00:00,29.30,-76.72,8.11, , , , 
2019-10-27 14:10:00,29.28,-76.72,8.11, , , , 
2019-10-27 14:20:00,29.30,-76.74,8.11, , , , 
2019-10-27 14:30:00,29.28,-76.72,8.11, , , , 
2019-10-27 14:40:00,29.30,-76.71,8.11, , , , 
2019-10-27 14:50:00,29.28,-76.72,8.11, , , , 
2019-10-27 15:00:00,29.28,-76.71,8.11, , , , 
2019-10-27 15:10:00,29.25,-76.71,8.11, , , , 
2019-10-27 15:20:00,29.28,-76.71,8.11, , , , 
2019-10-27 15:30:00,29.28,-76.69,8.11, , , , 
2019-10-27 15:40:00,29.25,-76.69,8.11, , , , 
2019-10-27 15:50:00,29.35,-76.71,8.11, , , , 
2019-10-27 16:00:00,29.43,-76.69,8.11, , , , 
2019-10-27 16:10:00,29.38,-76.78,8.11, , , , 
2019-10-27 16:20:00,29.25,-76.81,8.12, , , , 
2019-10-27 16:30:00,29.13,-76.80,8.12, , , , 
2019-10-27 16:40:00,29.00,-76.81,8.12, , , , 
2019-10-27 16:50:00,28.93,-76.80,8.12, , , , 
2019-10-27 17:00:00,28.80,-76.80,8.12, , , , 
2019-10-27 17:10:00,28.73,-76.80,8.12, , , , 
2019-10-27 17:20:00,28.66,-76.80,8.12, , , , 
2019-10-27 17:30:00,28.58,-76.78,8.12, , , , 
2019-10-27 17:40:00,28.53,-76.80,8.12, , , , 
2019-10-27 17:50:00,28.46,-76.80,8.12, , , , 
2019-10-27 18:00:00,28.41,-76.78,8.12, , , , 
2019-10-27 18:10:00,28.33,-76.80,8.12, , , , 
2019-10-27 18:20:00,28.28,-76.80,8.12, , , , 
2019-10-27 18:30:00,28.23,-76.80,8.12, , , , 
2019-10-27 18:40:00,28.16,-76.80,8.12, , , , 
2019-10-27 18:50:00,28.13,-76.81,8.12, , , , 
2019-10-27 19:00:00,28.11,-76.81,8.12, , , , 
2019-10-27 19:10:00,28.09,-76.83,8.12, , , , 
2019-10-27 19:20:00,28.06,-76.85,8.12, , , , 
2019-10-27 19:30:00,28.04,-76.83,8.12, , , , 
2019-10-27 19:40:00,27.94,-76.63,8.12, , , , 
2019-10-27 19:50:00,27.86,-76.42,8.11, , , , 
2019-10-27 20:00:00,27.81,-76.36,8.11, , , , 
2019-10-27 20:10:00,27.76,-76.36,8.11, , , , 
2019-10-27 20:20:00,27.72,-76.41,8.11, , , , 
2019-10-27 20:30:00,27.69,-76.41,8.11, , , , 
2019-10-27 20:40:00,27.64,-76.41,8.11, , , , 
2019-10-27 20:50:00,27.59,-76.42,8.11, , , , 
2019-10-27 21:00:00,27.54,-76.42,8.11, , , , 
2019-10-27 21:10:00,27.49,-76.44,8.12, , , , 
