Date.Time,light,site,timepoint
2019-10-30 00:12:48,-7.0973085344893185,site1,timepoint1
2019-10-30 00:22:48,-7.0973085344893185,site1,timepoint1
2019-10-30 00:32:48,-7.0973085344893185,site1,timepoint1
2019-10-30 00:42:48,-7.0973085344893185,site1,timepoint1
2019-10-30 00:52:48,-7.0973085344893185,site1,timepoint1
2019-10-30 01:02:48,-7.0973085344893185,site1,timepoint1
2019-10-30 01:12:48,-7.0973085344893185,site1,timepoint1
2019-10-30 01:22:48,-7.0973085344893185,site1,timepoint1
2019-10-30 01:32:48,-7.0973085344893185,site1,timepoint1
2019-10-30 01:42:48,-7.0973085344893185,site1,timepoint1
2019-10-30 01:52:48,-7.0973085344893185,site1,timepoint1
2019-10-30 02:02:48,-7.0973085344893185,site1,timepoint1
2019-10-30 02:12:48,-7.0973085344893185,site1,timepoint1
2019-10-30 02:22:48,-7.0973085344893185,site1,timepoint1
2019-10-30 02:32:48,-7.0973085344893185,site1,timepoint1
2019-10-30 02:42:48,-7.0973085344893185,site1,timepoint1
2019-10-30 02:52:48,-7.0973085344893185,site1,timepoint1
2019-10-30 03:02:48,-7.0973085344893185,site1,timepoint1
2019-10-30 03:12:48,-7.0973085344893185,site1,timepoint1
2019-10-30 03:22:48,-7.0973085344893185,site1,timepoint1
2019-10-30 03:32:48,-7.0973085344893185,site1,timepoint1
2019-10-30 03:42:48,-7.0973085344893185,site1,timepoint1
2019-10-30 03:52:48,-7.0973085344893185,site1,timepoint1
2019-10-30 04:02:48,-7.0973085344893185,site1,timepoint1
2019-10-30 04:12:48,-7.0973085344893185,site1,timepoint1
2019-10-30 04:22:48,-7.0973085344893185,site1,timepoint1
2019-10-30 04:32:48,-7.0973085344893185,site1,timepoint1
2019-10-30 04:42:48,-7.0973085344893185,site1,timepoint1
2019-10-30 04:52:48,-7.0973085344893185,site1,timepoint1
2019-10-30 05:02:48,-7.0973085344893185,site1,timepoint1
2019-10-30 05:12:48,-5.323151167425932,site1,timepoint1
2019-10-30 05:22:48,6.36181631909499,site1,timepoint1
2019-10-30 05:32:48,33.89184442869926,site1,timepoint1
2019-10-30 05:42:48,76.04337635651558,site1,timepoint1
2019-10-30 05:52:48,150.61916361342136,site1,timepoint1
2019-10-30 06:02:48,244.46597054705012,site1,timepoint1
2019-10-30 06:12:48,360.21444428787515,site1,timepoint1
2019-10-30 06:22:48,497.74222915540935,site1,timepoint1
2019-10-30 06:32:48,646.0984917460546,site1,timepoint1
2019-10-30 06:42:48,808.7091911134505,site1,timepoint1
2019-10-30 06:52:48,983.0048579673672,site1,timepoint1
2019-10-30 07:02:48,1151.427452157902,site1,timepoint1
2019-10-30 07:12:48,1312.8757725606702,site1,timepoint1
2019-10-30 07:22:48,1485.7643490889848,site1,timepoint1
2019-10-30 07:32:48,1664.648353961169,site1,timepoint1
2019-10-30 07:42:48,1845.0618048394424,site1,timepoint1
2019-10-30 07:52:48,2011.6490638226699,site1,timepoint1
2019-10-30 08:02:48,2164.8383757925567,site1,timepoint1
2019-10-30 08:12:48,2362.136910578054,site1,timepoint1
2019-10-30 08:22:48,2388.9328046047353,site1,timepoint1
2019-10-30 08:32:48,2617.0649708729893,site1,timepoint1
2019-10-30 08:42:48,2945.4676173004464,site1,timepoint1
2019-10-30 08:52:48,2988.4144611514294,site1,timepoint1
2019-10-30 09:02:48,3097.188661104488,site1,timepoint1
2019-10-30 09:12:48,3153.044029246863,site1,timepoint1
2019-10-30 09:22:48,2994.9604900574905,site1,timepoint1
2019-10-30 09:32:48,3254.538066210937,site1,timepoint1
2019-10-30 09:42:48,3460.8297435122386,site1,timepoint1
2019-10-30 09:52:48,3570.643966749438,site1,timepoint1
2019-10-30 10:02:48,3314.7982388508485,site1,timepoint1
2019-10-30 10:12:48,3718.4496287778907,site1,timepoint1
2019-10-30 10:22:48,3542.2574488764235,site1,timepoint1
2019-10-30 10:32:48,3873.535453795328,site1,timepoint1
2019-10-30 10:42:48,3975.213024280133,site1,timepoint1
2019-10-30 10:52:48,4002.1924518275455,site1,timepoint1
2019-10-30 11:02:48,4002.1924518275455,site1,timepoint1
2019-10-30 11:12:48,4002.1924518275455,site1,timepoint1
2019-10-30 11:22:48,4002.1924518275455,site1,timepoint1
2019-10-30 11:32:48,4002.1924518275455,site1,timepoint1
2019-10-30 11:42:48,4002.1924518275455,site1,timepoint1
2019-10-30 11:52:48,4002.1924518275455,site1,timepoint1
2019-10-30 12:02:48,4002.1924518275455,site1,timepoint1
2019-10-30 12:12:48,4002.1924518275455,site1,timepoint1
2019-10-30 12:22:48,4002.1924518275455,site1,timepoint1
2019-10-30 12:32:48,4002.1924518275455,site1,timepoint1
2019-10-30 12:42:48,4002.1924518275455,site1,timepoint1
2019-10-30 12:52:48,4002.1924518275455,site1,timepoint1
2019-10-30 13:02:48,4002.1924518275455,site1,timepoint1
2019-10-30 13:12:48,3924.618950398705,site1,timepoint1
2019-10-30 13:22:48,3787.519410412876,site1,timepoint1
2019-10-30 13:32:48,3652.316383474597,site1,timepoint1
2019-10-30 13:42:48,3548.069343699562,site1,timepoint1
2019-10-30 13:52:48,3471.0464428329137,site1,timepoint1
2019-10-30 14:02:48,3338.657596545839,site1,timepoint1
2019-10-30 14:12:48,3207.002884341687,site1,timepoint1
2019-10-30 14:22:48,3067.8844756278204,site1,timepoint1
2019-10-30 14:32:48,2946.140573543126,site1,timepoint1
2019-10-30 14:42:48,2820.9095345645483,site1,timepoint1
2019-10-30 14:52:48,2711.340022688323,site1,timepoint1
2019-10-30 15:02:48,2546.282209711185,site1,timepoint1
2019-10-30 15:12:48,2392.542297179106,site1,timepoint1
2019-10-30 15:22:48,2233.724623906811,site1,timepoint1
2019-10-30 15:32:48,2077.415242084502,site1,timepoint1
2019-10-30 15:42:48,1886.5403805245794,site1,timepoint1
2019-10-30 15:52:48,1764.796478439885,site1,timepoint1
2019-10-30 16:02:48,1622.9250669150576,site1,timepoint1
2019-10-30 16:12:48,1448.0176216587054,site1,timepoint1
2019-10-30 16:22:48,1281.6750740364519,site1,timepoint1
2019-10-30 16:32:48,1135.8882807360364,site1,timepoint1
2019-10-30 16:42:48,966.6091967820919,site1,timepoint1
2019-10-30 16:52:48,801.4902059647098,site1,timepoint1
2019-10-30 17:02:48,667.8778028727637,site1,timepoint1
2019-10-30 17:12:48,536.896046911291,site1,timepoint1
2019-10-30 17:22:48,387.5609388767487,site1,timepoint1
2019-10-30 17:32:48,259.8827862884285,site1,timepoint1
2019-10-30 17:42:48,129.8798757708528,site1,timepoint1
2019-10-30 17:52:48,64.7866537516996,site1,timepoint1
2019-10-30 18:02:48,27.22345984215067,site1,timepoint1
2019-10-30 18:12:48,2.7523237447246522,site1,timepoint1
2019-10-30 18:22:48,-5.690218208887322,site1,timepoint1
2019-10-30 18:32:48,-6.974952854002188,site1,timepoint1
2019-10-30 18:42:48,-7.0973085344893185,site1,timepoint1
2019-10-30 18:52:48,-7.0973085344893185,site1,timepoint1
2019-10-30 19:02:48,-7.0973085344893185,site1,timepoint1
2019-10-30 19:12:48,-7.0973085344893185,site1,timepoint1
2019-10-30 19:22:48,-7.0973085344893185,site1,timepoint1
2019-10-30 19:32:48,-7.0973085344893185,site1,timepoint1
2019-10-30 19:42:48,-7.0973085344893185,site1,timepoint1
2019-10-30 19:52:48,-7.0973085344893185,site1,timepoint1
2019-10-30 20:02:48,-7.0973085344893185,site1,timepoint1
2019-10-30 20:12:48,-7.0973085344893185,site1,timepoint1
2019-10-30 20:22:48,-7.0973085344893185,site1,timepoint1
2019-10-30 20:32:48,-7.0973085344893185,site1,timepoint1
2019-10-30 20:42:48,-7.0973085344893185,site1,timepoint1
2019-10-30 20:52:48,-7.0973085344893185,site1,timepoint1
2019-10-30 21:02:48,-7.0973085344893185,site1,timepoint1
2019-10-30 21:12:48,-7.0973085344893185,site1,timepoint1
2019-10-30 21:22:48,-7.0973085344893185,site1,timepoint1
2019-10-30 21:32:48,-7.0973085344893185,site1,timepoint1
2019-10-30 21:42:48,-7.0973085344893185,site1,timepoint1
2019-10-30 21:52:48,-7.0973085344893185,site1,timepoint1
2019-10-30 22:02:48,-7.0973085344893185,site1,timepoint1
2019-10-30 22:12:48,-7.0973085344893185,site1,timepoint1
2019-10-30 22:22:48,-7.0973085344893185,site1,timepoint1
2019-10-30 22:32:48,-7.0973085344893185,site1,timepoint1
2019-10-30 22:42:48,-7.0973085344893185,site1,timepoint1
2019-10-30 22:52:48,-7.0973085344893185,site1,timepoint1
2019-10-30 23:02:48,-7.0973085344893185,site1,timepoint1
2019-10-30 23:12:48,-7.0973085344893185,site1,timepoint1
2019-10-30 23:22:48,-7.0973085344893185,site1,timepoint1
2019-10-30 23:32:48,-7.0973085344893185,site1,timepoint1
2019-10-30 23:42:48,-7.0973085344893185,site1,timepoint1
2019-10-30 23:52:48,-7.0973085344893185,site1,timepoint1
2019-10-31 00:02:48,-7.0973085344893185,site1,timepoint1
2019-10-31 00:12:48,-7.0973085344893185,site1,timepoint1
2019-10-31 00:22:48,-7.0973085344893185,site1,timepoint1
2019-10-31 00:32:48,-7.0973085344893185,site1,timepoint1
2019-10-31 00:42:48,-7.0973085344893185,site1,timepoint1
2019-10-31 00:52:48,-7.0973085344893185,site1,timepoint1
2019-10-31 01:02:48,-7.0973085344893185,site1,timepoint1
2019-10-31 01:12:48,-7.0973085344893185,site1,timepoint1
2019-10-31 01:22:48,-7.0973085344893185,site1,timepoint1
2019-10-31 01:32:48,-7.0973085344893185,site1,timepoint1
2019-10-31 01:42:48,-7.0973085344893185,site1,timepoint1
2019-10-31 01:52:48,-7.0973085344893185,site1,timepoint1
2019-10-31 02:02:48,-7.0973085344893185,site1,timepoint1
2019-10-31 02:12:48,-7.0973085344893185,site1,timepoint1
2019-10-31 02:22:48,-7.0973085344893185,site1,timepoint1
2019-10-31 02:32:48,-7.0973085344893185,site1,timepoint1
2019-10-31 02:42:48,-7.0973085344893185,site1,timepoint1
2019-10-31 02:52:48,-7.0973085344893185,site1,timepoint1
2019-10-31 03:02:48,-7.0973085344893185,site1,timepoint1
2019-10-31 03:12:48,-7.0973085344893185,site1,timepoint1
2019-10-31 03:22:48,-7.0973085344893185,site1,timepoint1
