Date.Time,Temp,pH,site,timepoint
2019-10-24 20:19:49,27.54,8.07,site1,timepoint1
2019-10-24 20:29:49,27.44,8.07,site1,timepoint1
2019-10-24 20:39:49,27.37,8.07,site1,timepoint1
2019-10-24 20:44:14,NA,NA,site1,timepoint1
2019-10-24 20:44:15,NA,NA,site1,timepoint1
2019-10-24 20:46:48,NA,NA,site1,timepoint1
2019-10-24 20:48:11,NA,NA,site1,timepoint1
2019-10-24 20:48:59,NA,NA,site1,timepoint1
2019-10-24 20:49:49,26.85,8.07,site1,timepoint1
2019-10-24 20:59:49,27.22,8.07,site1,timepoint1
2019-10-24 21:09:49,27.22,8.07,site1,timepoint1
2019-10-24 21:19:49,27.17,8.07,site1,timepoint1
2019-10-24 21:29:49,27.12,8.07,site1,timepoint1
2019-10-24 21:39:49,27.1,8.07,site1,timepoint1
2019-10-24 21:49:49,27.17,8.07,site1,timepoint1
2019-10-24 21:59:49,27.25,8.07,site1,timepoint1
2019-10-24 22:09:49,27.35,8.07,site1,timepoint1
2019-10-24 22:19:49,27.35,8.07,site1,timepoint1
2019-10-24 22:29:49,27.3,8.07,site1,timepoint1
2019-10-24 22:39:49,27.25,8.07,site1,timepoint1
2019-10-24 22:49:49,27.2,8.07,site1,timepoint1
2019-10-24 22:59:49,27.15,8.07,site1,timepoint1
2019-10-24 23:09:49,27.1,8.07,site1,timepoint1
2019-10-24 23:19:49,27.1,8.07,site1,timepoint1
2019-10-24 23:29:49,27.2,8.07,site1,timepoint1
2019-10-24 23:39:49,27.27,8.07,site1,timepoint1
2019-10-24 23:49:49,27.37,8.07,site1,timepoint1
2019-10-24 23:59:49,27.35,8.07,site1,timepoint1
2019-10-25 00:09:49,27.3,8.07,site1,timepoint1
2019-10-25 00:19:49,27.22,8.07,site1,timepoint1
2019-10-25 00:29:49,27.15,8.07,site1,timepoint1
2019-10-25 00:39:49,27.1,8.07,site1,timepoint1
2019-10-25 00:49:49,27.12,8.07,site1,timepoint1
2019-10-25 00:59:49,27.17,8.07,site1,timepoint1
2019-10-25 01:09:49,27.27,8.07,site1,timepoint1
2019-10-25 01:19:49,27.32,8.07,site1,timepoint1
2019-10-25 01:29:49,27.37,8.07,site1,timepoint1
2019-10-25 01:39:49,27.35,8.07,site1,timepoint1
2019-10-25 01:49:49,27.27,8.07,site1,timepoint1
2019-10-25 01:59:49,27.2,8.07,site1,timepoint1
2019-10-25 02:09:49,27.12,8.07,site1,timepoint1
2019-10-25 02:19:49,27.1,8.07,site1,timepoint1
2019-10-25 02:29:49,27.15,8.07,site1,timepoint1
2019-10-25 02:39:49,27.22,8.07,site1,timepoint1
2019-10-25 02:49:49,27.27,8.07,site1,timepoint1
2019-10-25 02:59:49,27.3,8.07,site1,timepoint1
2019-10-25 03:09:49,27.37,8.07,site1,timepoint1
2019-10-25 03:19:49,27.37,8.07,site1,timepoint1
2019-10-25 03:29:49,27.3,8.07,site1,timepoint1
2019-10-25 03:39:49,27.2,8.07,site1,timepoint1
2019-10-25 03:49:49,27.1,8.07,site1,timepoint1
2019-10-25 03:59:49,27.1,8.07,site1,timepoint1
2019-10-25 04:09:49,27.15,8.07,site1,timepoint1
2019-10-25 04:19:49,27.2,8.07,site1,timepoint1
2019-10-25 04:29:49,27.22,8.07,site1,timepoint1
2019-10-25 04:39:49,27.27,8.06,site1,timepoint1
2019-10-25 04:49:49,27.32,8.06,site1,timepoint1
2019-10-25 04:59:49,27.35,8.06,site1,timepoint1
2019-10-25 05:09:49,27.35,8.06,site1,timepoint1
2019-10-25 05:19:49,27.3,8.06,site1,timepoint1
2019-10-25 05:29:49,27.2,8.06,site1,timepoint1
2019-10-25 05:39:49,27.1,8.06,site1,timepoint1
2019-10-25 05:49:49,27.12,8.06,site1,timepoint1
2019-10-25 05:59:49,27.15,8.06,site1,timepoint1
2019-10-25 06:09:49,27.17,8.06,site1,timepoint1
2019-10-25 06:19:49,27.22,8.06,site1,timepoint1
2019-10-25 06:29:49,27.27,8.06,site1,timepoint1
2019-10-25 06:39:49,27.32,8.06,site1,timepoint1
2019-10-25 06:49:49,27.35,8.06,site1,timepoint1
2019-10-25 06:59:49,27.32,8.06,site1,timepoint1
2019-10-25 07:09:49,27.25,8.06,site1,timepoint1
2019-10-25 07:19:49,27.2,8.06,site1,timepoint1
2019-10-25 07:29:49,27.17,8.06,site1,timepoint1
2019-10-25 07:39:49,27.15,8.06,site1,timepoint1
2019-10-25 07:49:49,27.12,8.06,site1,timepoint1
2019-10-25 07:59:49,27.1,8.06,site1,timepoint1
2019-10-25 08:09:49,27.1,8.06,site1,timepoint1
2019-10-25 08:19:49,27.1,8.06,site1,timepoint1
2019-10-25 08:29:49,27.1,8.06,site1,timepoint1
2019-10-25 08:39:49,27.12,8.06,site1,timepoint1
2019-10-25 08:49:49,27.12,8.06,site1,timepoint1
2019-10-25 08:59:49,27.1,8.06,site1,timepoint1
2019-10-25 09:09:49,27.1,8.06,site1,timepoint1
2019-10-25 09:19:49,27.1,8.06,site1,timepoint1
2019-10-25 09:29:49,27.1,8.06,site1,timepoint1
2019-10-25 09:39:49,27.1,8.06,site1,timepoint1
2019-10-25 09:49:49,27.1,8.06,site1,timepoint1
2019-10-25 09:59:49,27.1,8.06,site1,timepoint1
2019-10-25 10:09:49,27.1,8.06,site1,timepoint1
2019-10-25 10:19:49,27.1,8.06,site1,timepoint1
2019-10-25 10:29:49,27.12,8.06,site1,timepoint1
2019-10-25 10:39:49,27.12,8.06,site1,timepoint1
2019-10-25 10:49:49,27.15,8.06,site1,timepoint1
2019-10-25 10:59:49,27.15,8.06,site1,timepoint1
2019-10-25 11:09:49,27.17,8.06,site1,timepoint1
2019-10-25 11:19:49,27.2,8.06,site1,timepoint1
2019-10-25 11:29:49,27.2,8.06,site1,timepoint1
2019-10-25 11:39:49,27.2,8.06,site1,timepoint1
2019-10-25 11:49:49,27.22,8.06,site1,timepoint1
2019-10-25 11:59:49,27.22,8.06,site1,timepoint1
2019-10-25 12:09:49,27.22,8.06,site1,timepoint1
2019-10-25 12:19:49,27.22,8.06,site1,timepoint1
2019-10-25 12:29:49,27.22,8.06,site1,timepoint1
2019-10-25 12:39:49,27.25,8.06,site1,timepoint1
2019-10-25 12:49:49,27.27,8.06,site1,timepoint1
2019-10-25 12:59:49,27.3,8.06,site1,timepoint1
2019-10-25 13:09:49,27.32,8.06,site1,timepoint1
2019-10-25 13:19:49,27.37,8.06,site1,timepoint1
2019-10-25 13:29:49,27.4,8.06,site1,timepoint1
2019-10-25 13:39:49,27.44,8.06,site1,timepoint1
2019-10-25 13:49:49,27.49,8.06,site1,timepoint1
2019-10-25 13:59:49,27.52,8.06,site1,timepoint1
2019-10-25 14:09:49,27.52,8.06,site1,timepoint1
2019-10-25 14:19:49,27.54,8.06,site1,timepoint1
2019-10-25 14:29:49,27.52,8.06,site1,timepoint1
2019-10-25 14:39:49,27.52,8.06,site1,timepoint1
2019-10-25 14:49:49,27.52,8.06,site1,timepoint1
2019-10-25 14:59:49,27.52,8.06,site1,timepoint1
2019-10-25 15:09:49,27.52,8.06,site1,timepoint1
2019-10-25 15:19:49,27.49,8.06,site1,timepoint1
2019-10-25 15:29:49,27.54,8.06,site1,timepoint1
2019-10-25 15:39:49,27.52,8.06,site1,timepoint1
2019-10-25 15:49:49,27.52,8.06,site1,timepoint1
2019-10-25 15:59:49,27.52,8.06,site1,timepoint1
2019-10-25 16:09:49,27.49,8.06,site1,timepoint1
2019-10-25 16:19:49,27.52,8.06,site1,timepoint1
2019-10-25 16:29:49,27.52,8.06,site1,timepoint1
2019-10-25 16:39:49,27.52,8.06,site1,timepoint1
2019-10-25 16:49:49,27.52,8.06,site1,timepoint1
2019-10-25 16:59:49,27.52,8.06,site1,timepoint1
2019-10-25 17:09:49,27.49,8.05,site1,timepoint1
2019-10-25 17:19:49,27.49,8.05,site1,timepoint1
2019-10-25 17:29:49,27.47,8.06,site1,timepoint1
2019-10-25 17:39:49,27.47,8.06,site1,timepoint1
2019-10-25 17:49:49,27.44,8.06,site1,timepoint1
2019-10-25 17:59:49,27.42,8.05,site1,timepoint1
2019-10-25 18:09:49,27.42,8.05,site1,timepoint1
2019-10-25 18:19:49,27.4,8.05,site1,timepoint1
2019-10-25 18:29:49,27.37,8.05,site1,timepoint1
2019-10-25 18:39:49,27.35,8.05,site1,timepoint1
2019-10-25 18:49:49,27.32,8.05,site1,timepoint1
2019-10-25 18:59:49,27.3,8.05,site1,timepoint1
2019-10-25 19:09:49,27.27,8.05,site1,timepoint1
2019-10-25 19:19:49,27.25,8.05,site1,timepoint1
2019-10-25 19:29:49,27.2,8.05,site1,timepoint1
2019-10-25 19:39:49,27.17,8.05,site1,timepoint1
2019-10-25 19:49:49,27.12,8.05,site1,timepoint1
2019-10-25 19:59:49,27.1,8.05,site1,timepoint1
2019-10-25 20:09:49,27.12,8.05,site1,timepoint1
2019-10-25 20:19:49,27.2,8.05,site1,timepoint1
2019-10-25 20:29:49,27.27,8.05,site1,timepoint1
2019-10-25 20:39:49,27.37,8.05,site1,timepoint1
2019-10-25 20:49:49,27.37,8.05,site1,timepoint1
2019-10-25 20:59:49,27.32,8.05,site1,timepoint1
2019-10-25 21:09:49,27.27,8.05,site1,timepoint1
2019-10-25 21:19:49,27.25,8.05,site1,timepoint1
2019-10-25 21:29:49,27.2,8.05,site1,timepoint1
2019-10-25 21:39:49,27.12,8.05,site1,timepoint1
2019-10-25 21:49:49,27.1,8.05,site1,timepoint1
2019-10-25 21:59:49,27.15,8.05,site1,timepoint1
2019-10-25 22:09:49,27.2,8.05,site1,timepoint1
2019-10-25 22:19:49,27.3,8.05,site1,timepoint1
2019-10-25 22:29:49,27.37,8.05,site1,timepoint1
2019-10-25 22:39:49,27.32,8.05,site1,timepoint1
2019-10-25 22:49:49,27.27,8.05,site1,timepoint1
2019-10-25 22:59:49,27.2,8.05,site1,timepoint1
2019-10-25 23:09:49,27.15,8.05,site1,timepoint1
2019-10-25 23:19:49,27.1,8.05,site1,timepoint1
2019-10-25 23:29:49,27.15,8.05,site1,timepoint1
2019-10-25 23:39:49,27.2,8.05,site1,timepoint1
2019-10-25 23:49:49,27.27,8.05,site1,timepoint1
2019-10-25 23:59:49,27.35,8.05,site1,timepoint1
2019-10-26 00:09:49,27.35,8.05,site1,timepoint1
2019-10-26 00:19:49,27.3,8.05,site1,timepoint1
2019-10-26 00:29:49,27.22,8.05,site1,timepoint1
2019-10-26 00:39:49,27.15,8.05,site1,timepoint1
2019-10-26 00:49:49,27.1,8.05,site1,timepoint1
2019-10-26 00:59:49,27.12,8.05,site1,timepoint1
2019-10-26 01:09:49,27.17,8.05,site1,timepoint1
2019-10-26 01:19:49,27.25,8.05,site1,timepoint1
2019-10-26 01:29:49,27.35,8.05,site1,timepoint1
2019-10-26 01:39:49,27.35,8.05,site1,timepoint1
2019-10-26 01:49:49,27.3,8.05,site1,timepoint1
2019-10-26 01:59:49,27.2,8.05,site1,timepoint1
2019-10-26 02:09:49,27.12,8.05,site1,timepoint1
2019-10-26 02:19:49,27.1,8.05,site1,timepoint1
2019-10-26 02:29:49,27.15,8.05,site1,timepoint1
2019-10-26 02:39:49,27.2,8.05,site1,timepoint1
2019-10-26 02:49:49,27.25,8.05,site1,timepoint1
2019-10-26 02:59:49,27.3,8.05,site1,timepoint1
2019-10-26 03:09:49,27.37,8.04,site1,timepoint1
2019-10-26 03:19:49,27.35,8.05,site1,timepoint1
2019-10-26 03:29:49,27.27,8.04,site1,timepoint1
2019-10-26 03:39:49,27.17,8.05,site1,timepoint1
2019-10-26 03:49:49,27.1,8.05,site1,timepoint1
2019-10-26 03:59:49,27.1,8.05,site1,timepoint1
2019-10-26 04:09:49,27.15,8.05,site1,timepoint1
2019-10-26 04:19:49,27.22,8.04,site1,timepoint1
2019-10-26 04:29:49,27.27,8.04,site1,timepoint1
2019-10-26 04:39:49,27.35,8.04,site1,timepoint1
2019-10-26 04:49:49,27.35,8.04,site1,timepoint1
2019-10-26 04:59:49,27.3,8.04,site1,timepoint1
2019-10-26 05:09:49,27.2,8.04,site1,timepoint1
2019-10-26 05:19:49,27.12,8.04,site1,timepoint1
2019-10-26 05:29:49,27.1,8.04,site1,timepoint1
2019-10-26 05:39:49,27.15,8.04,site1,timepoint1
2019-10-26 05:49:49,27.2,8.04,site1,timepoint1
2019-10-26 05:59:49,27.25,8.04,site1,timepoint1
2019-10-26 06:09:49,27.32,8.04,site1,timepoint1
2019-10-26 06:19:49,27.35,8.04,site1,timepoint1
2019-10-26 06:29:49,27.35,8.04,site1,timepoint1
2019-10-26 06:39:49,27.27,8.04,site1,timepoint1
2019-10-26 06:49:49,27.22,8.04,site1,timepoint1
2019-10-26 06:59:49,27.15,8.04,site1,timepoint1
2019-10-26 07:09:49,27.12,8.04,site1,timepoint1
2019-10-26 07:19:49,27.1,8.04,site1,timepoint1
2019-10-26 07:29:49,27.2,8.04,site1,timepoint1
2019-10-26 07:39:49,27.3,8.04,site1,timepoint1
2019-10-26 07:49:49,27.35,8.04,site1,timepoint1
2019-10-26 07:59:49,27.35,8.04,site1,timepoint1
2019-10-26 08:09:49,27.35,8.04,site1,timepoint1
2019-10-26 08:19:49,27.35,8.04,site1,timepoint1
2019-10-26 08:29:49,27.35,8.04,site1,timepoint1
2019-10-26 08:39:49,27.35,8.04,site1,timepoint1
2019-10-26 08:49:49,27.35,8.04,site1,timepoint1
2019-10-26 08:59:49,27.35,8.04,site1,timepoint1
2019-10-26 09:09:49,27.37,8.04,site1,timepoint1
2019-10-26 09:19:49,27.37,8.04,site1,timepoint1
2019-10-26 09:29:49,27.4,8.04,site1,timepoint1
2019-10-26 09:39:49,27.4,8.04,site1,timepoint1
2019-10-26 09:49:49,27.4,8.04,site1,timepoint1
2019-10-26 09:59:49,27.4,8.04,site1,timepoint1
2019-10-26 10:09:49,27.4,8.04,site1,timepoint1
2019-10-26 10:19:49,27.4,8.04,site1,timepoint1
2019-10-26 10:29:49,27.4,8.04,site1,timepoint1
2019-10-26 10:39:49,27.4,8.04,site1,timepoint1
2019-10-26 10:49:49,27.4,8.04,site1,timepoint1
2019-10-26 10:59:49,27.4,8.04,site1,timepoint1
2019-10-26 11:09:49,27.4,8.04,site1,timepoint1
2019-10-26 11:19:49,27.42,8.04,site1,timepoint1
2019-10-26 11:29:49,27.42,8.04,site1,timepoint1
2019-10-26 11:39:49,27.44,8.04,site1,timepoint1
2019-10-26 11:49:49,27.47,8.04,site1,timepoint1
2019-10-26 11:59:49,27.49,8.04,site1,timepoint1
2019-10-26 12:09:49,27.52,8.04,site1,timepoint1
2019-10-26 12:19:49,27.54,8.04,site1,timepoint1
2019-10-26 12:29:49,27.52,8.04,site1,timepoint1
2019-10-26 12:39:49,27.52,8.04,site1,timepoint1
2019-10-26 12:49:49,27.52,8.04,site1,timepoint1
2019-10-26 12:59:49,27.52,8.04,site1,timepoint1
2019-10-26 13:09:49,27.52,8.04,site1,timepoint1
2019-10-26 13:19:49,27.49,8.04,site1,timepoint1
2019-10-26 13:27:21,NA,NA,site1,timepoint1
2019-10-26 13:27:25,NA,NA,site1,timepoint1
2019-10-26 13:27:59,NA,NA,site1,timepoint1
2019-10-26 13:29:49,27.49,8.04,site1,timepoint1
2019-10-26 13:39:49,29.15,8.12,site1,timepoint1
2019-10-26 13:49:49,29.48,8.12,site1,timepoint1
2019-10-26 13:59:49,29.53,8.12,site1,timepoint1
2019-10-26 14:09:49,29.48,8.12,site1,timepoint1
2019-10-26 14:19:49,29.4,8.12,site1,timepoint1
2019-10-26 14:29:49,29.3,8.12,site1,timepoint1
2019-10-26 14:39:49,29.25,8.12,site1,timepoint1
2019-10-26 14:49:49,29.15,8.12,site1,timepoint1
2019-10-26 14:59:49,29.1,8.12,site1,timepoint1
2019-10-26 15:09:49,29.05,8.12,site1,timepoint1
2019-10-26 15:19:49,29.03,8.12,site1,timepoint1
2019-10-26 15:29:49,28.98,8.12,site1,timepoint1
2019-10-26 15:39:49,28.95,8.12,site1,timepoint1
2019-10-26 15:49:49,28.93,8.12,site1,timepoint1
2019-10-26 15:59:49,28.98,8.12,site1,timepoint1
2019-10-26 16:09:49,29.05,8.12,site1,timepoint1
2019-10-26 16:19:49,29.15,8.11,site1,timepoint1
2019-10-26 16:29:49,29.2,8.11,site1,timepoint1
2019-10-26 16:39:49,29.15,8.11,site1,timepoint1
2019-10-26 16:49:49,29.05,8.11,site1,timepoint1
2019-10-26 16:59:49,28.93,8.11,site1,timepoint1
2019-10-26 17:09:49,28.85,8.11,site1,timepoint1
2019-10-26 17:19:49,28.75,8.11,site1,timepoint1
2019-10-26 17:29:49,28.66,8.11,site1,timepoint1
2019-10-26 17:39:49,28.56,8.11,site1,timepoint1
2019-10-26 17:49:49,28.46,8.11,site1,timepoint1
2019-10-26 17:59:49,28.38,8.12,site1,timepoint1
2019-10-26 18:09:49,28.31,8.12,site1,timepoint1
2019-10-26 18:19:49,28.23,8.12,site1,timepoint1
2019-10-26 18:29:49,28.18,8.12,site1,timepoint1
2019-10-26 18:39:49,28.11,8.12,site1,timepoint1
2019-10-26 18:49:49,28.06,8.12,site1,timepoint1
2019-10-26 18:59:49,28.01,8.12,site1,timepoint1
2019-10-26 19:09:49,27.99,8.12,site1,timepoint1
2019-10-26 19:19:49,27.96,8.12,site1,timepoint1
2019-10-26 19:29:49,27.91,8.12,site1,timepoint1
2019-10-26 19:39:49,27.86,8.12,site1,timepoint1
2019-10-26 19:49:49,27.81,8.12,site1,timepoint1
2019-10-26 19:59:49,27.62,8.12,site1,timepoint1
2019-10-26 20:09:49,27.52,8.12,site1,timepoint1
2019-10-26 20:19:49,27.44,8.13,site1,timepoint1
2019-10-26 20:29:49,27.4,8.13,site1,timepoint1
2019-10-26 20:39:49,27.32,8.13,site1,timepoint1
2019-10-26 20:49:49,27.2,8.13,site1,timepoint1
2019-10-26 20:59:49,27.12,8.13,site1,timepoint1
2019-10-26 21:09:49,27.08,8.13,site1,timepoint1
2019-10-26 21:19:49,27.05,8.13,site1,timepoint1
2019-10-26 21:29:49,27,8.13,site1,timepoint1
2019-10-26 21:39:49,26.93,8.13,site1,timepoint1
2019-10-26 21:49:49,26.88,8.13,site1,timepoint1
2019-10-26 21:59:49,26.83,8.13,site1,timepoint1
2019-10-26 22:09:49,26.81,8.13,site1,timepoint1
2019-10-26 22:19:49,26.78,8.13,site1,timepoint1
2019-10-26 22:29:49,26.76,8.13,site1,timepoint1
2019-10-26 22:39:49,26.71,8.13,site1,timepoint1
2019-10-26 22:49:49,26.71,8.13,site1,timepoint1
2019-10-26 22:59:49,26.68,8.13,site1,timepoint1
2019-10-26 23:09:49,26.66,8.13,site1,timepoint1
2019-10-26 23:19:49,26.66,8.13,site1,timepoint1
2019-10-26 23:29:49,26.63,8.13,site1,timepoint1
2019-10-26 23:39:49,26.59,8.13,site1,timepoint1
2019-10-26 23:49:49,26.54,8.13,site1,timepoint1
2019-10-26 23:59:49,26.39,8.13,site1,timepoint1
2019-10-27 00:09:49,26.29,8.13,site1,timepoint1
2019-10-27 00:19:49,26.32,8.13,site1,timepoint1
2019-10-27 00:29:49,26.34,8.13,site1,timepoint1
2019-10-27 00:39:49,26.34,8.13,site1,timepoint1
2019-10-27 00:49:49,26.32,8.13,site1,timepoint1
2019-10-27 00:59:49,26.29,8.13,site1,timepoint1
2019-10-27 01:09:49,26.29,8.13,site1,timepoint1
2019-10-27 01:19:49,26.24,8.13,site1,timepoint1
2019-10-27 01:29:49,26.22,8.13,site1,timepoint1
2019-10-27 01:39:49,26.19,8.13,site1,timepoint1
2019-10-27 01:49:49,26.15,8.13,site1,timepoint1
2019-10-27 01:59:49,26.15,8.13,site1,timepoint1
2019-10-27 02:09:49,26.1,8.13,site1,timepoint1
2019-10-27 02:19:49,26.07,8.13,site1,timepoint1
2019-10-27 02:29:49,26.02,8.13,site1,timepoint1
2019-10-27 02:39:49,26,8.13,site1,timepoint1
2019-10-27 02:49:49,26,8.13,site1,timepoint1
2019-10-27 02:59:49,25.98,8.13,site1,timepoint1
2019-10-27 03:09:49,25.98,8.13,site1,timepoint1
2019-10-27 03:19:49,25.95,8.13,site1,timepoint1
2019-10-27 03:29:49,25.93,8.13,site1,timepoint1
2019-10-27 03:39:49,25.9,8.13,site1,timepoint1
2019-10-27 03:49:49,25.85,8.13,site1,timepoint1
2019-10-27 03:59:49,25.73,8.13,site1,timepoint1
2019-10-27 04:09:49,25.63,8.13,site1,timepoint1
2019-10-27 04:19:49,25.71,8.13,site1,timepoint1
2019-10-27 04:29:49,25.76,8.13,site1,timepoint1
2019-10-27 04:39:49,25.78,8.13,site1,timepoint1
2019-10-27 04:49:49,25.78,8.13,site1,timepoint1
2019-10-27 04:59:49,25.76,8.13,site1,timepoint1
2019-10-27 05:09:49,25.76,8.13,site1,timepoint1
2019-10-27 05:19:49,25.73,8.13,site1,timepoint1
2019-10-27 05:29:49,25.71,8.13,site1,timepoint1
2019-10-27 05:39:49,25.68,8.13,site1,timepoint1
2019-10-27 05:49:49,25.68,8.13,site1,timepoint1
2019-10-27 05:59:49,25.63,8.13,site1,timepoint1
2019-10-27 06:09:49,25.66,8.13,site1,timepoint1
2019-10-27 06:19:49,25.73,8.13,site1,timepoint1
2019-10-27 06:29:49,25.9,8.13,site1,timepoint1
2019-10-27 06:39:49,26.15,8.12,site1,timepoint1
2019-10-27 06:49:49,26.41,8.12,site1,timepoint1
2019-10-27 06:59:49,26.68,8.12,site1,timepoint1
2019-10-27 07:09:49,26.98,8.12,site1,timepoint1
2019-10-27 07:19:49,27.25,8.12,site1,timepoint1
2019-10-27 07:29:49,27.4,8.12,site1,timepoint1
2019-10-27 07:39:49,27.44,8.12,site1,timepoint1
2019-10-27 07:49:49,27.37,8.12,site1,timepoint1
2019-10-27 07:59:49,27.44,8.12,site1,timepoint1
2019-10-27 08:09:49,27.59,8.12,site1,timepoint1
2019-10-27 08:19:49,27.81,8.12,site1,timepoint1
2019-10-27 08:29:49,28.01,8.12,site1,timepoint1
2019-10-27 08:39:49,28.21,8.11,site1,timepoint1
2019-10-27 08:49:49,28.48,8.11,site1,timepoint1
2019-10-27 08:59:49,28.75,8.11,site1,timepoint1
2019-10-27 09:09:49,28.88,8.11,site1,timepoint1
2019-10-27 09:19:49,29.15,8.11,site1,timepoint1
2019-10-27 09:29:49,29.33,8.11,site1,timepoint1
2019-10-27 09:39:49,29.38,8.1,site1,timepoint1
2019-10-27 09:49:49,29.4,8.1,site1,timepoint1
2019-10-27 09:59:49,29.4,8.1,site1,timepoint1
2019-10-27 10:09:49,29.4,8.1,site1,timepoint1
2019-10-27 10:19:49,29.28,8.1,site1,timepoint1
2019-10-27 10:29:49,29.23,8.1,site1,timepoint1
2019-10-27 10:39:49,29.2,8.1,site1,timepoint1
2019-10-27 10:49:49,29.18,8.1,site1,timepoint1
2019-10-27 10:59:49,29.33,8.1,site1,timepoint1
2019-10-27 11:09:49,29.4,8.1,site1,timepoint1
2019-10-27 11:19:49,29.38,8.1,site1,timepoint1
2019-10-27 11:29:49,29.4,8.1,site1,timepoint1
2019-10-27 11:39:49,29.35,8.1,site1,timepoint1
2019-10-27 11:49:49,29.43,8.1,site1,timepoint1
2019-10-27 11:59:49,29.48,8.1,site1,timepoint1
2019-10-27 12:09:49,29.55,8.1,site1,timepoint1
2019-10-27 12:19:49,29.6,8.1,site1,timepoint1
2019-10-27 12:29:49,29.6,8.1,site1,timepoint1
2019-10-27 12:39:49,29.5,8.1,site1,timepoint1
2019-10-27 12:49:49,29.43,8.1,site1,timepoint1
2019-10-27 12:59:49,29.38,8.1,site1,timepoint1
2019-10-27 13:09:49,29.35,8.1,site1,timepoint1
2019-10-27 13:19:49,29.33,8.1,site1,timepoint1
2019-10-27 13:29:49,29.33,8.1,site1,timepoint1
2019-10-27 13:39:49,29.3,8.1,site1,timepoint1
2019-10-27 13:49:49,29.25,8.1,site1,timepoint1
2019-10-27 13:59:49,29.28,8.1,site1,timepoint1
2019-10-27 14:09:49,29.25,8.1,site1,timepoint1
2019-10-27 14:19:49,29.28,8.1,site1,timepoint1
2019-10-27 14:29:49,29.23,8.1,site1,timepoint1
2019-10-27 14:39:49,29.28,8.1,site1,timepoint1
2019-10-27 14:49:49,29.25,8.1,site1,timepoint1
