Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\Public\Documents\Experiments\Plate1_CHL_20200113.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,1/13/2020,,,,,,,,,,,,,
Time,11:37:28 AM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,22.4,,,,,,,,,,,,,
Actual Temperature:,22.4,,,,,,,,,,,,,
Actual Temperature:,22.4,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.028,0.034,0.645,0.486,0.091,0.235,0.055,0.056,0.083,0.11,0.07,0.101,630
,,0.029,0.034,0.744,0.59,0.156,0.234,0.081,0.094,0.185,0.27,0.168,0.234,663
,,0.028,0.034,0.551,0.403,0.072,0.128,0.041,0.054,0.042,0.06,0.03,0.064,750
,B,0.029,0.031,0.151,0.138,0.062,0.06,0.08,0.199,0.069,0.099,0.172,0.159,630
,,0.029,0.034,0.251,0.241,0.111,0.14,0.223,0.342,0.136,0.16,0.387,0.37,663
,,0.028,0.033,0.109,0.101,0.035,0.032,0.031,0.143,0.043,0.068,0.1,0.084,750
,C,0.128,0.134,0.155,0.087,0.221,0.297,0.105,0.23,0.116,0.134,0.079,0.063,630
,,0.37,0.381,0.223,0.102,0.307,0.376,0.198,0.292,0.227,0.231,0.122,0.109,663
,,0.048,0.049,0.126,0.045,0.186,0.243,0.07,0.154,0.083,0.088,0.059,0.046,750
,D,0.07,0.052,0.056,0.055,0.274,0.186,0.063,0.064,0.102,0.116,0.484,0.122,630
,,0.109,0.095,0.105,0.103,0.505,0.419,0.14,0.139,0.232,0.227,0.438,0.161,663
,,0.056,0.043,0.039,0.039,0.18,0.097,0.04,0.041,0.052,0.052,0.311,0.097,750
,E,0.072,0.088,0.236,0.174,0.068,0.066,0.048,0.053,0.101,0.128,0.092,0.099,630
,,0.183,0.194,0.323,0.268,0.161,0.152,0.093,0.114,0.275,0.305,0.256,0.265,663
,,0.034,0.046,0.18,0.136,0.037,0.037,0.031,0.031,0.044,0.066,0.048,0.05,750
,F,0.373,0.285,0.094,0.116,0.094,0.107,0.191,0.143,0.171,0.148,0.098,0.15,630
,,0.583,0.48,0.257,0.26,0.254,0.262,0.386,0.315,0.325,0.301,0.235,0.284,663
,,0.292,0.207,0.042,0.066,0.044,0.052,0.12,0.083,0.114,0.09,0.051,0.101,750
,G,0.134,0.126,0.124,0.099,0.075,0.058,0.075,0.098,0.063,0.06,0.108,0.108,630
,,0.268,0.27,0.248,0.218,0.122,0.117,0.134,0.152,0.131,0.128,0.251,0.251,663
,,0.081,0.082,0.086,0.064,0.044,0.042,0.054,0.068,0.036,0.034,0.06,0.058,750
,H,0.129,0.158,0.14,0.135,0.066,0.074,0.051,0.072,0.082,0.077,0.086,0.096,630
,,0.208,0.232,0.405,0.401,0.171,0.201,0.127,0.165,0.161,0.157,0.254,0.295,663
,,0.1,0.117,0.051,0.046,0.03,0.031,0.031,0.048,0.057,0.053,0.033,0.035,750
