"Plot Title: 20444041"
"#","Date Time, GMT-10:00","Temp, °F (LGR S/N: 20444041, SEN S/N: 20444041)","Coupler Detached (LGR S/N: 20444041)","Coupler Attached (LGR S/N: 20444041)","Host Connected (LGR S/N: 20444041)","End Of File (LGR S/N: 20444041)"
1,10/24/19 05:00:00 PM,81.333,Logged,,,
2,10/24/19 05:10:00 PM,81.554,,,,
3,10/24/19 05:20:00 PM,81.554,,,,
4,10/24/19 05:30:00 PM,81.509,,,,
5,10/24/19 05:40:00 PM,81.509,,,,
6,10/24/19 05:50:00 PM,81.466,,,,
7,10/24/19 06:00:00 PM,81.421,,,,
8,10/24/19 06:10:00 PM,81.421,,,,
9,10/24/19 06:20:00 PM,81.333,,,,
10,10/24/19 06:30:00 PM,81.288,,,,
11,10/24/19 06:40:00 PM,81.244,,,,
12,10/24/19 06:50:00 PM,81.199,,,,
13,10/24/19 07:00:00 PM,81.154,,,,
14,10/24/19 07:10:00 PM,81.066,,,,
15,10/24/19 07:20:00 PM,81.023,,,,
16,10/24/19 07:30:00 PM,80.935,,,,
17,10/24/19 07:40:00 PM,80.845,,,,
18,10/24/19 07:50:00 PM,80.890,,,,
19,10/24/19 08:00:00 PM,81.023,,,,
20,10/24/19 08:10:00 PM,81.244,,,,
21,10/24/19 08:20:00 PM,81.421,,,,
22,10/24/19 08:30:00 PM,81.466,,,,
23,10/24/19 08:40:00 PM,81.376,,,,
24,10/24/19 08:50:00 PM,81.288,,,,
25,10/24/19 09:00:00 PM,81.199,,,,
26,10/24/19 09:10:00 PM,81.066,,,,
27,10/24/19 09:20:00 PM,80.978,,,,
28,10/24/19 09:30:00 PM,80.890,,,,
29,10/24/19 09:40:00 PM,80.890,,,,
30,10/24/19 09:50:00 PM,81.023,,,,
31,10/24/19 10:00:00 PM,81.199,,,,
32,10/24/19 10:10:00 PM,81.376,,,,
33,10/24/19 10:20:00 PM,81.333,,,,
34,10/24/19 10:30:00 PM,81.244,,,,
35,10/24/19 10:40:00 PM,81.154,,,,
36,10/24/19 10:50:00 PM,81.023,,,,
37,10/24/19 11:00:00 PM,80.935,,,,
38,10/24/19 11:10:00 PM,80.845,,,,
39,10/24/19 11:20:00 PM,80.978,,,,
40,10/24/19 11:30:00 PM,81.111,,,,
41,10/24/19 11:40:00 PM,81.244,,,,
42,10/24/19 11:50:00 PM,81.376,,,,
43,10/25/19 12:00:00 AM,81.333,,,,
44,10/25/19 12:10:00 AM,81.199,,,,
45,10/25/19 12:20:00 AM,81.111,,,,
46,10/25/19 12:30:00 AM,80.978,,,,
47,10/25/19 12:40:00 AM,80.845,,,,
48,10/25/19 12:50:00 AM,80.978,,,,
49,10/25/19 01:00:00 AM,81.066,,,,
50,10/25/19 01:10:00 AM,81.199,,,,
51,10/25/19 01:20:00 AM,81.376,,,,
52,10/25/19 01:30:00 AM,81.421,,,,
53,10/25/19 01:40:00 AM,81.333,,,,
54,10/25/19 01:50:00 AM,81.199,,,,
55,10/25/19 02:00:00 AM,81.023,,,,
56,10/25/19 02:10:00 AM,80.890,,,,
57,10/25/19 02:20:00 AM,80.890,,,,
58,10/25/19 02:30:00 AM,81.023,,,,
59,10/25/19 02:40:00 AM,81.154,,,,
60,10/25/19 02:50:00 AM,81.244,,,,
61,10/25/19 03:00:00 AM,81.333,,,,
62,10/25/19 03:10:00 AM,81.421,,,,
63,10/25/19 03:20:00 AM,81.376,,,,
64,10/25/19 03:30:00 AM,81.199,,,,
65,10/25/19 03:40:00 AM,81.023,,,,
66,10/25/19 03:50:00 AM,80.845,,,,
67,10/25/19 04:00:00 AM,80.935,,,,
68,10/25/19 04:10:00 AM,81.023,,,,
69,10/25/19 04:20:00 AM,81.111,,,,
70,10/25/19 04:30:00 AM,81.154,,,,
71,10/25/19 04:40:00 AM,81.244,,,,
72,10/25/19 04:50:00 AM,81.333,,,,
73,10/25/19 05:00:00 AM,81.376,,,,
74,10/25/19 05:10:00 AM,81.421,,,,
75,10/25/19 05:20:00 AM,81.199,,,,
76,10/25/19 05:30:00 AM,81.023,,,,
77,10/25/19 05:40:00 AM,80.845,,,,
78,10/25/19 05:50:00 AM,80.935,,,,
79,10/25/19 06:00:00 AM,81.023,,,,
80,10/25/19 06:10:00 AM,81.111,,,,
81,10/25/19 06:20:00 AM,81.154,,,,
82,10/25/19 06:30:00 AM,81.244,,,,
83,10/25/19 06:40:00 AM,81.376,,,,
84,10/25/19 06:50:00 AM,81.376,,,,
85,10/25/19 07:00:00 AM,81.288,,,,
86,10/25/19 07:10:00 AM,81.154,,,,
87,10/25/19 07:20:00 AM,81.066,,,,
88,10/25/19 07:30:00 AM,80.978,,,,
89,10/25/19 07:40:00 AM,80.935,,,,
90,10/25/19 07:50:00 AM,80.890,,,,
91,10/25/19 08:00:00 AM,80.890,,,,
92,10/25/19 08:10:00 AM,80.890,,,,
93,10/25/19 08:20:00 AM,80.890,,,,
94,10/25/19 08:30:00 AM,80.890,,,,
95,10/25/19 08:40:00 AM,80.935,,,,
96,10/25/19 08:50:00 AM,80.890,,,,
97,10/25/19 09:00:00 AM,80.890,,,,
98,10/25/19 09:10:00 AM,80.890,,,,
99,10/25/19 09:20:00 AM,80.890,,,,
100,10/25/19 09:30:00 AM,80.890,,,,
101,10/25/19 09:40:00 AM,80.890,,,,
102,10/25/19 09:50:00 AM,80.890,,,,
103,10/25/19 10:00:00 AM,80.890,,,,
104,10/25/19 10:10:00 AM,80.890,,,,
105,10/25/19 10:20:00 AM,80.935,,,,
106,10/25/19 10:30:00 AM,80.935,,,,
107,10/25/19 10:40:00 AM,80.935,,,,
108,10/25/19 10:50:00 AM,80.978,,,,
109,10/25/19 11:00:00 AM,81.023,,,,
110,10/25/19 11:10:00 AM,81.066,,,,
111,10/25/19 11:20:00 AM,81.023,,,,
112,10/25/19 11:30:00 AM,81.066,,,,
113,10/25/19 11:40:00 AM,81.066,,,,
114,10/25/19 11:50:00 AM,81.066,,,,
115,10/25/19 12:00:00 PM,81.066,,,,
116,10/25/19 12:10:00 PM,81.066,,,,
117,10/25/19 12:20:00 PM,81.066,,,,
118,10/25/19 12:30:00 PM,81.111,,,,
119,10/25/19 12:40:00 PM,81.154,,,,
120,10/25/19 12:50:00 PM,81.199,,,,
121,10/25/19 01:00:00 PM,81.244,,,,
122,10/25/19 01:10:00 PM,81.333,,,,
123,10/25/19 01:20:00 PM,81.376,,,,
124,10/25/19 01:30:00 PM,81.466,,,,
125,10/25/19 01:40:00 PM,81.554,,,,
126,10/25/19 01:50:00 PM,81.597,,,,
127,10/25/19 02:00:00 PM,81.687,,,,
128,10/25/19 02:10:00 PM,81.642,,,,
129,10/25/19 02:20:00 PM,81.642,,,,
130,10/25/19 02:30:00 PM,81.687,,,,
131,10/25/19 02:40:00 PM,81.687,,,,
132,10/25/19 02:50:00 PM,81.687,,,,
133,10/25/19 03:00:00 PM,81.687,,,,
134,10/25/19 03:10:00 PM,81.642,,,,
135,10/25/19 03:20:00 PM,81.687,,,,
136,10/25/19 03:30:00 PM,81.730,,,,
137,10/25/19 03:40:00 PM,81.687,,,,
138,10/25/19 03:50:00 PM,81.642,,,,
139,10/25/19 04:00:00 PM,81.687,,,,
140,10/25/19 04:10:00 PM,81.687,,,,
141,10/25/19 04:20:00 PM,81.642,,,,
142,10/25/19 04:30:00 PM,81.642,,,,
143,10/25/19 04:40:00 PM,81.642,,,,
144,10/25/19 04:50:00 PM,81.597,,,,
145,10/25/19 05:00:00 PM,81.597,,,,
146,10/25/19 05:10:00 PM,81.597,,,,
147,10/25/19 05:20:00 PM,81.554,,,,
148,10/25/19 05:30:00 PM,81.509,,,,
149,10/25/19 05:40:00 PM,81.509,,,,
150,10/25/19 05:50:00 PM,81.466,,,,
151,10/25/19 06:00:00 PM,81.466,,,,
152,10/25/19 06:10:00 PM,81.421,,,,
153,10/25/19 06:20:00 PM,81.376,,,,
154,10/25/19 06:30:00 PM,81.333,,,,
155,10/25/19 06:40:00 PM,81.288,,,,
156,10/25/19 06:50:00 PM,81.244,,,,
157,10/25/19 07:00:00 PM,81.199,,,,
158,10/25/19 07:10:00 PM,81.154,,,,
159,10/25/19 07:20:00 PM,81.111,,,,
160,10/25/19 07:30:00 PM,81.023,,,,
161,10/25/19 07:40:00 PM,80.978,,,,
162,10/25/19 07:50:00 PM,80.935,,,,
163,10/25/19 08:00:00 PM,80.845,,,,
164,10/25/19 08:10:00 PM,80.935,,,,
165,10/25/19 08:20:00 PM,81.154,,,,
166,10/25/19 08:30:00 PM,81.288,,,,
167,10/25/19 08:40:00 PM,81.421,,,,
168,10/25/19 08:50:00 PM,81.376,,,,
169,10/25/19 09:00:00 PM,81.288,,,,
170,10/25/19 09:10:00 PM,81.199,,,,
171,10/25/19 09:20:00 PM,81.111,,,,
172,10/25/19 09:30:00 PM,81.023,,,,
173,10/25/19 09:40:00 PM,80.935,,,,
174,10/25/19 09:50:00 PM,80.845,,,,
175,10/25/19 10:00:00 PM,80.978,,,,
176,10/25/19 10:10:00 PM,81.111,,,,
177,10/25/19 10:20:00 PM,81.288,,,,
178,10/25/19 10:30:00 PM,81.376,,,,
179,10/25/19 10:40:00 PM,81.288,,,,
180,10/25/19 10:50:00 PM,81.199,,,,
181,10/25/19 11:00:00 PM,81.066,,,,
182,10/25/19 11:10:00 PM,80.935,,,,
183,10/25/19 11:20:00 PM,80.845,,,,
