colony_id,colony_id_corr,species,timepoint,month,site,nutrient,site_code,cre.umol.mgprot,Host_AFDW.mg.cm2,Sym_AFDW.mg.cm2,Host_DW.mg.cm2,Sym_DW.mg.cm2,chla.ug.cm2,chlc2.ug.cm2,prot_ug.cm2,surface.area.cm2,cells.cm2,Am,AQY,Rd,Ik,Ic,calc.umol.cm2.hr,code,mgprot,mgafdw,cells,cells.mgprot,cells.mgAFDW,chla.ug.mgprot,chla.ug.mgAFDW,chlc2.ug.mgprot,chlc2.ug.mgAFDW,prot_mg.cm2,prot_mg.mgafdw,cre.umol.mgafdw,cre.umol.cm2,chla.ug.cell,chlc2.ug.cell,calc.umol.mgprot.hr,calc.umol.mgAFDW.hr,Ratio_AFDW.mg.cm2,Total_Chl,Total_Chl_cell,haplotype
ACR-139,ACR-139,Acropora,timepoint1,January 2020,Manava,High,Manava High,0.07678208239068057,1.7591017738702,0.7954199325326086,383.1988474527633,286.8183084236015,2.7886989432707447,2.5416343738421032,581.4959441470676,16.997311039154148,628007.8313478722,1.0423651179029103,0.0022471376836441515,0.4110558336311509,463.8634853083508,199.05551128906936,0.00696293968408514,ACR-139 - timepoint1,9.883867430674316,29.899999999999594,10674444.444444444,1079986.6063881628,357004.83091787924,4.795732405943399,1.5852971014492971,4.370854860510071,1.4448478260869768,0.5814959441470676,0.33056412811620234,0.02538140212042174,0.044648469493346735,4.44054803788904e-6,4.047138024357242e-6,0.011974184436141354,0.003958235838035667,0.31137724550898105,3.030144927536274,8.487686062246281e-6,Acropora pulchra
ACR-140,ACR-140,Acropora,timepoint1,January 2020,Manava,High,Manava High,0.16359918567252113,1.0640613880491057,0.6548070080302021,195.83231338283235,143.50914089741903,1.3526300618535536,0.8816771735936657,391.15904761594527,24.43468045360632,403797.6549519576,0.7395432278699144,0.0026780705262385426,0.4153999723956789,276.14777901634744,187.4818412567151,0.007449825904905515,ACR-140 - timepoint1,9.557846335032602,26.00000000000069,9866666.666666666,1032310.6608757809,379487.17948716943,3.458005305252754,1.271195512820479,2.2540119651260877,0.8285961538461322,0.3911590476159453,0.3676094744243211,0.06014061066132242,0.06399330165840757,3.3497719594594596e-6,2.183462837837839e-6,0.019045516012760198,0.007001312131590769,0.38095238095237494,2.0997916666666114,5.533234797297298e-6,Acropora pulchra
ACR-145,ACR-145,Acropora,timepoint1,January 2020,Manava,High,Manava High,0.11473069020589112,1.1008130773277551,0.3124888735640246,120.49563073495057,73.08451897475847,1.7908038978667795,1.213468867257515,308.9661784583248,12.672451197494674,684950.3592261632,0.7092018813140527,0.002476605183126553,0.20588949401340323,286.36049304343754,86.87528595754542,0,ACR-145 - timepoint1,3.915358818189551,13.949999999999907,8680000,2216910.4807649795,622222.2222222263,5.796116283026538,1.626801075268828,3.9275135981305955,1.1023387096774266,0.3089661784583248,0.28067088302434245,0.03220156413007974,0.035447902904800134,2.614501728110599e-6,1.7716157834101383e-6,0,0,0.22110552763820016,2.7291397849462546,4.386117511520737e-6,Acropora pulchra
ACR-150,ACR-150,Acropora,timepoint1,January 2020,Manava,High,Manava High,0.08877581389386588,1.3449400475465447,1.0350930998839138,169.17148082522743,121.90759457897268,2.8011270664942662,1.467738181254814,557.2874956351881,32.306272743727114,909111.373911209,2.034238305802055,0.003363935056195739,0.8398342466770641,604.7198509541284,274.1090072032489,0.0021854880835129272,ACR-150 - timepoint1,18.00388183065902,43.44999999999999,29370000,1631314.8617752804,675949.3670886077,5.026359084733425,2.082715189873418,2.633718130678507,1.0913037974683548,0.5572874956351881,0.4143586152050408,0.03678502330876269,0.04947365099788805,3.081170411985019e-6,1.6144756554307119e-6,0.003921652828441701,0.0016249706353080348,0.434907010014304,3.174018987341773,4.6956460674157305e-6,Acropora pulchra
ACR-165,ACR-165,Acropora,timepoint1,January 2020,Manava,High,Manava High,0.1076376871099751,2.0948360582370484,0.6750027298763215,266.5079870527846,191.26127046482716,2.770323703867596,1.0237056487370704,377.59347638767485,14.60734833147405,756468.5765855854,1.0504973036684364,0.004994668937316059,0.38082003998754393,210.32371051061756,81.81016812567873,2.3720780820281828e-4,ACR-165 - timepoint1,5.515639437286988,30.600000000000627,11050000,2003394.1894931465,361111.11111110373,7.336789105496377,1.322453703703677,2.7111317137429376,0.4886805555555457,0.3775934763876749,0.1802496548132966,0.01940165594647463,0.040643288466184306,3.662179487179488e-6,1.353269230769231e-6,6.28209497876169e-4,1.1323454514261382e-4,0.24369747899158,1.8111342592592226,5.015448717948719e-6,Acropora pulchra
ACR-173,ACR-173,Acropora,timepoint1,January 2020,Manava,High,Manava High,0.12499655706148008,1.6029094963389086,0.7589285778583656,338.17901045956563,251.32748570895652,2.9911381616307704,3.2424896364614417,476.5595453196599,22.927058629284858,800364.3335461027,0.7474725577652196,0.001818345277516137,0.4458120538339193,411.0729502299302,305.4495294932279,0,ACR-173 - timepoint1,10.926108635889177,36.749999999999616,18350000,1679463.4404169696,499319.7278911617,6.276525548605719,1.8660680272109038,6.803954864205878,2.0228775510204295,0.4765595453196599,0.29730907852759975,0.03716261119907118,0.05956830239974187,3.7372207084468668e-6,4.051267029972753e-6,0,0,0.3213296398891805,3.8889455782313336,7.78848773841962e-6,Acropora pulchra
ACR-175,ACR-175,Acropora,timepoint1,January 2020,Manava,High,Manava High,0.12232544078905888,1.761628631795043,0.1854345928206279,460.2560767642758,341.57051997542186,1.9557554711540597,1.435495541671952,413.66157357661393,13.48184263774098,501703.5927977755,0.9520497284691324,0.0015880899867760038,0.4003389323458794,599.4935654760328,277.84708901175765,0.007604726028442968,ACR-175 - timepoint1,5.576920240240222,23.749999999999716,6763888.888888889,1212835.865946962,284795.3216374303,4.727911887594837,1.110197368421066,3.470217282355536,0.8148684210526416,0.41366157357661393,0.23481769432590685,0.02872417796348705,0.050601334325255015,3.898228952772074e-6,2.861242299794662e-6,0.018383931489431668,0.004316872404993779,0.09523809523814034,1.9250657894737075,6.759471252566736e-6,Acropora pulchra
ACR-176,ACR-176,Acropora,timepoint1,January 2020,Manava,High,Manava High,0.0997210122914724,1.4362492568754957,1.0458840742375806,198.0231085739733,148.37830986779525,3.1372379200423848,1.4542944398465034,566.2970452919612,51.59271598942462,661656.7089366633,1.3055734570538913,0.003002417808343334,0.4491442846359529,434.8406985283228,159.3186811690594,0.009414848814118353,ACR-176 - timepoint1,29.216802623398486,74.09999999999961,34136666.666666664,1168391.5966673256,460683.7606837631,5.53991574938369,2.1843269230769344,2.568077040021857,1.0125641025641081,0.5662970452919612,0.3942888343238683,0.039318881694000794,0.056471714614184175,4.741488868274583e-6,2.19795918367347e-6,0.01662528330739288,0.0065551635755760045,0.4213649851632141,3.1968910256410425,6.9394480519480526e-6,Acropora pulchra
ACR-180,ACR-180,Acropora,timepoint1,January 2020,Manava,High,Manava High,0.11814570505609807,2.03389172691712,0.943725761289514,413.25913798206096,297.6055459360306,3.382599229231215,2.9906343952588483,474.2794599920171,15.36463302664012,698302.8262415247,0.9995955721758394,0.00272945301571266,0.4346601206696752,366.2256014012555,176.84215208914995,0,ACR-180 - timepoint1,7.287129854850388,31.25000000000089,10729166.666666668,1472344.6515125877,343333.3333333236,7.132080375751776,1.6631166666666193,6.305637598788667,1.4703999999999582,0.4742794599920171,0.23318815535520576,0.027550179025171716,0.05603408119438232,4.844029126213592e-6,4.282718446601941e-6,0,0,0.31693989071037576,3.1335166666665772,9.126747572815533e-6,Acropora pulchra
ACR-185,ACR-185,Acropora,timepoint1,January 2020,Manava,High,Manava High,0.13166484607116363,2.897361059621067,0.5923493721892459,313.2562391860977,223.43804633784453,4.018285667787139,2.5323257590094785,421.54009668476544,15.531374610896885,1161806.0150184247,1.0620396645394354,0.0021825508755865183,0.34276499459586834,486.6047689513917,165.92715650830314,0.008788851937701934,ACR-185 - timepoint1,6.547097155124784,44.99999999999993,18044444.444444448,2756098.4688183586,400987.65432098834,9.53239252775538,1.38687777777778,6.007318826667142,0.8740111111111125,0.42154009668476544,0.1454910478916621,0.019156056425387986,0.05550201194282308,3.458654556650246e-6,2.1796459359605906e-6,0.020849385400872982,0.0030333989298701315,0.16974169741698608,2.2608888888888927,5.6383004926108365e-6,Acropora pulchra
