Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\gump\Desktop\Putnam\November_E5_EEM\CHL\20201118_Plate2_CHL.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,11/18/2020,,,,,,,,,,,,,
Time,3:38:28 PM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,25.9,,,,,,,,,,,,,
Actual Temperature:,25.9,,,,,,,,,,,,,
Actual Temperature:,25.9,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.036,0.037,0.08,0.09,0.098,0.095,0.098,0.122,0.093,0.116,0.079,0.078,630
,,0.036,0.035,0.188,0.204,0.269,0.279,0.25,0.287,0.228,0.258,0.152,0.169,663
,,0.033,0.034,0.034,0.038,0.038,0.04,0.036,0.045,0.047,0.052,0.046,0.064,750
,B,0.101,0.133,0.112,0.072,0.099,0.093,0.073,0.084,0.087,0.108,0.066,0.081,630
,,0.278,0.324,0.157,0.137,0.237,0.248,0.181,0.203,0.225,0.25,0.162,0.182,663
,,0.033,0.053,0.062,0.04,0.035,0.034,0.035,0.041,0.036,0.059,0.032,0.043,750
,C,0.08,0.068,0.098,0.117,0.121,0.138,0.07,0.106,0.081,0.067,0.056,0.045,630
,,0.17,0.169,0.271,0.304,0.343,0.37,0.152,0.2,0.132,0.122,0.085,0.082,663
,,0.038,0.03,0.038,0.048,0.035,0.034,0.035,0.07,0.057,0.041,0.035,0.032,750
,D,0.054,0.072,0.094,0.086,0.077,0.077,0.069,0.082,0.11,0.106,0.055,0.058,630
,,0.125,0.145,0.234,0.243,0.186,0.203,0.135,0.154,0.256,0.265,0.099,0.106,663
,,0.029,0.04,0.04,0.032,0.032,0.031,0.045,0.051,0.056,0.043,0.034,0.036,750
,E,0.065,0.068,0.064,0.075,0.145,0.158,0.133,0.14,0.097,0.113,0.103,0.103,630
,,0.164,0.176,0.158,0.178,0.45,0.494,0.402,0.433,0.295,0.325,0.286,0.304,663
,,0.029,0.029,0.029,0.036,0.031,0.034,0.031,0.032,0.031,0.039,0.04,0.035,750
,F,0.088,0.095,0.046,0.042,0.081,0.09,0.104,0.107,0.052,0.066,0.054,0.056,630
,,0.243,0.272,0.082,0.082,0.213,0.238,0.285,0.305,0.103,0.133,0.116,0.116,663
,,0.033,0.03,0.032,0.028,0.031,0.035,0.036,0.035,0.034,0.042,0.033,0.034,750
,G,0.067,0.079,0.097,0.097,0.109,0.116,0.098,0.099,0.1,0.108,0.167,0.175,630
,,0.165,0.183,0.26,0.272,0.324,0.352,0.246,0.257,0.258,0.294,0.514,0.545,663
,,0.031,0.037,0.038,0.037,0.03,0.03,0.044,0.041,0.041,0.04,0.038,0.038,750
,H,0.086,0.093,0.048,0.054,0.065,0.063,0.082,0.087,0.124,0.144,0.07,0.074,630
,,0.238,0.257,0.1,0.111,0.157,0.165,0.236,0.254,0.399,0.437,0.167,0.176,663
,,0.035,0.04,0.032,0.033,0.036,0.031,0.03,0.031,0.032,0.043,0.035,0.038,750
