Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\gump\Desktop\Putnam\November_E5_EEM\CHL\20201118_Plate4_CHL.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,11/18/2020,,,,,,,,,,,,,
Time,4:32:09 PM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,25.9,,,,,,,,,,,,,
Actual Temperature:,25.9,,,,,,,,,,,,,
Actual Temperature:,25.9,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.029,0.028,0.05,0.052,0.16,0.171,0.075,0.085,0.052,0.05,0.116,0.123,630
,,0.028,0.029,0.115,0.126,0.512,0.565,0.208,0.234,0.105,0.11,0.353,0.38,663
,,0.028,0.028,0.029,0.029,0.035,0.032,0.028,0.029,0.032,0.028,0.029,0.028,750
,B,0.13,0.141,0.077,0.08,0.047,0.052,0.047,0.052,0.085,0.085,0.12,0.129,630
,,0.406,0.446,0.206,0.226,0.1,0.115,0.105,0.117,0.212,0.239,0.383,0.417,663
,,0.031,0.03,0.031,0.028,0.028,0.029,0.028,0.03,0.028,0.029,0.029,0.029,750
,C,0.055,0.067,0.059,0.061,0.041,0.041,0.052,0.064,0.056,0.061,0.059,0.059,630
,,0.127,0.163,0.147,0.159,0.073,0.078,0.112,0.127,0.129,0.145,0.134,0.141,663
,,0.03,0.039,0.029,0.029,0.029,0.03,0.032,0.032,0.028,0.029,0.032,0.029,750
,D,0.035,0.028,0.064,0.07,0.051,0.06,0.071,0.058,0.054,0.057,0.045,0.051,630
,,0.035,0.03,0.161,0.18,0.12,0.134,0.137,0.137,0.122,0.138,0.091,0.102,663
,,0.035,0.028,0.03,0.033,0.03,0.031,0.047,0.029,0.029,0.029,0.029,0.033,750
,E,0.047,0.048,0.054,0.057,0.051,0.054,0.055,0.062,0.06,0.054,0.058,0.06,630
,,0.093,0.099,0.118,0.128,0.132,0.149,0.135,0.154,0.118,0.123,0.142,0.154,663
,,0.034,0.033,0.03,0.028,0.03,0.03,0.03,0.032,0.039,0.03,0.03,0.029,750
,F,0.068,0.072,0.054,0.056,0.058,0.064,0.044,0.051,0.061,0.065,0.053,0.062,630
,,0.173,0.19,0.116,0.125,0.133,0.154,0.087,0.103,0.147,0.166,0.133,0.149,663
,,0.03,0.032,0.031,0.029,0.03,0.036,0.029,0.032,0.03,0.03,0.031,0.037,750
,G,0.051,0.054,0.071,0.076,0.043,0.044,0.062,0.07,0.051,0.064,0.073,0.073,630
,,0.12,0.133,0.196,0.22,0.065,0.067,0.153,0.173,0.111,0.131,0.193,0.199,663
,,0.03,0.032,0.031,0.032,0.033,0.03,0.029,0.032,0.03,0.041,0.037,0.033,750
,H,0.056,0.056,0.049,0.056,0.051,0.062,0.065,0.075,0.057,0.061,0.06,0.058,630
,,0.123,0.13,0.106,0.119,0.111,0.129,0.159,0.175,0.129,0.14,0.136,0.141,663
,,0.032,0.03,0.032,0.035,0.03,0.033,0.036,0.031,0.034,0.036,0.034,0.031,750
