Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\gump\Desktop\Putnam\November_E5_EEM\CHL\20201118_Plate5_CHL.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,11/18/2020,,,,,,,,,,,,,
Time,4:54:13 PM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,25.9,,,,,,,,,,,,,
Actual Temperature:,25.9,,,,,,,,,,,,,
Actual Temperature:,25.9,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.027,0.027,0.045,0.047,0.068,0.074,0.065,0.068,0.097,0.107,0.06,0.063,630
,,0.027,0.027,0.091,0.095,0.181,0.198,0.16,0.177,0.277,0.311,0.155,0.168,663
,,0.027,0.027,0.033,0.029,0.028,0.028,0.029,0.029,0.028,0.028,0.029,0.029,750
,B,0.074,0.079,0.04,0.042,0.074,0.06,0.057,0.063,0.103,0.119,0.043,0.045,630
,,0.22,0.243,0.078,0.084,0.138,0.138,0.145,0.165,0.312,0.357,0.086,0.101,663
,,0.03,0.03,0.028,0.029,0.043,0.029,0.031,0.031,0.031,0.034,0.028,0.032,750
,C,0.054,0.054,0.049,0.056,0.067,0.07,0.044,0.047,0.061,0.063,0.051,0.047,630
,,0.117,0.125,0.106,0.118,0.17,0.191,0.092,0.101,0.144,0.155,0.086,0.09,663
,,0.033,0.031,0.029,0.034,0.035,0.032,0.028,0.028,0.034,0.034,0.034,0.031,750
,D,0.054,0.047,0.067,0.072,0.065,0.061,0.045,0.064,0.101,0.1,0.048,0.049,630
,,0.095,0.095,0.157,0.172,0.15,0.161,0.104,0.131,0.281,0.314,0.091,0.099,663
,,0.037,0.031,0.034,0.034,0.035,0.029,0.029,0.048,0.032,0.03,0.032,0.032,750
,E,0.047,0.053,0.047,0.05,0.124,0.093,0.053,0.068,0.042,0.049,0.055,0.057,630
,,0.093,0.103,0.102,0.113,0.26,0.252,0.121,0.171,0.078,0.091,0.13,0.139,663
,,0.034,0.036,0.028,0.029,0.061,0.034,0.03,0.034,0.029,0.034,0.032,0.032,750
,F,0.052,0.053,0.041,0.039,0.05,0.058,0.043,0.046,0.046,0.045,0.048,0.051,630
,,0.106,0.112,0.068,0.069,0.112,0.14,0.082,0.092,0.089,0.097,0.106,0.117,663
,,0.032,0.03,0.032,0.029,0.028,0.029,0.028,0.028,0.029,0.028,0.028,0.029,750
,G,0.07,0.072,0.069,0.073,0.053,0.049,0.047,0.055,0.049,0.053,0.055,0.058,630
,,0.193,0.211,0.182,0.198,0.122,0.13,0.103,0.117,0.116,0.129,0.15,0.164,663
,,0.033,0.031,0.043,0.033,0.035,0.032,0.029,0.034,0.029,0.032,0.031,0.032,750
,H,0.051,0.053,0.054,0.061,0.047,0.05,0.067,0.06,0.144,0.031,0.028,0.029,630
,,0.113,0.126,0.132,0.15,0.094,0.103,0.125,0.13,0.147,0.031,0.029,0.029,663
,,0.031,0.03,0.028,0.03,0.03,0.031,0.037,0.03,0.145,0.031,0.028,0.029,750
